date;region;value
2022-12-01;Пермский край;5827
2023-07-01;Чувашская Республика;743
2022-03-01;Новгородская область;87
2022-08-01;Пермский край;3805
2022-04-01;Ульяновская область;2849
2023-02-01;Красноярский край;2431
2024-05-01;Пензенская область;10168
2022-01-01;Курская область;635
2024-03-01;Ростовская область;16203
2022-08-01;Хабаровский край;1112
2024-02-01;Калужская область;1474
2023-01-01;Костромская область;678
2023-09-01;Брянская область;1255
2024-01-01;Тульская область;4215
2024-02-01;Брянская область;1139
2023-07-01;Калужская область;1393
2023-12-01;Белгородская область;362
2023-02-01;Иркутская область;2393
2023-11-01;Саратовская область;1691
2023-05-01;Калининградская область;3424
2024-07-01;Калининградская область;4921
2023-12-01;Кемеровская область;972
2024-07-01;Саратовская область;1958
2023-01-01;Курская область;448
2023-08-01;Амурская область;250
2023-02-01;Республика Адыгея;527
2024-06-01;Пермский край;6642
2023-05-01;Владимирская область;1098
2024-06-01;Республика Хакасия;166
2022-02-01;Краснодарский край;27806
2022-10-01;Московская область;20627
2022-04-01;Курганская область;354
2024-02-01;Приморский край;10750
2024-03-01;Ульяновская область;2047
2024-03-01;Чувашская Республика;1140
2023-02-01;Воронежская область;4369
2024-03-01;Кировская область;1059
2023-05-01;Архангельская область;1378
2024-05-01;Новосибирская область;11846
2022-07-01;Калужская область;980
2022-06-01;Санкт-Петербург;31898
2022-10-01;Новосибирская область;11074
2022-06-01;Ханты-Мансийский автономный округ — Югра;3963
2023-02-01;Оренбургская область;835
2023-05-01;Воронежская область;6420
2022-08-01;Оренбургская область;1723
2023-06-01;Пензенская область;5642
2022-01-01;Смоленская область;1180
2023-08-01;Нижегородская область;4609
2022-12-01;Владимирская область;2125
2022-04-01;Новосибирская область;11864
2023-10-01;Алтайский край;1674
2022-06-01;Республика Мордовия;950
2022-01-01;Санкт-Петербург;28617
2022-07-01;Кировская область;2348
2022-10-01;Вологодская область;1128
2024-02-01;Республика Саха (Якутия);743
2024-07-01;Московская область;26424
2023-08-01;Вологодская область;775
2023-03-01;Сахалинская область;200
2023-02-01;Ивановская область;423
2022-05-01;Кировская область;1250
2022-04-01;Оренбургская область;651
2024-08-01;Оренбургская область;1609
2023-07-01;Республика Башкортостан;5675
2022-05-01;Томская область;513
2025-02-01;Республика Марий Эл;1225
2025-02-01;Республика Карелия;372
2025-02-01;Республика Бурятия;1109
2025-02-01;Республика Башкортостан;11458
2025-02-01;Республика Адыгея;1328
2025-02-01;Псковская область;1413
2025-02-01;Приморский край;13101
2025-02-01;Пермский край;6703
2025-02-01;Пензенская область;8507
2025-02-01;Орловская область;1055
2025-02-01;Оренбургская область;2199
2025-02-01;Омская область;608
2025-02-01;Новосибирская область;13094
2025-02-01;Нижегородская область;4458
2025-02-01;Московская область;33765
2025-02-01;Москва;47925
2025-02-01;Липецкая область;1894
2025-02-01;Ленинградская область;20469
2025-02-01;Курская область;989
2025-02-01;Курганская область;2319
2025-02-01;Красноярский край;3596
2025-02-01;Краснодарский край;41243
2025-02-01;Костромская область;596
2025-02-01;Кировская область;722
2025-02-01;Кемеровская область;1515
2025-02-01;Калужская область;1186
2025-02-01;Калининградская область;4701
2025-02-01;Иркутская область;3320
2025-02-01;Ивановская область;895
2025-02-01;Забайкальский край;630
2025-02-01;Воронежская область;9920
2025-02-01;Вологодская область;1546
2025-02-01;Волгоградская область;4203
2025-02-01;Владимирская область;1637
2025-02-01;Брянская область;1012
2025-02-01;Белгородская область;54
2025-02-01;Астраханская область;4541
2025-02-01;Архангельская область;2362
2025-02-01;Амурская область;369
2025-02-01;Алтайский край;1413
2025-02-01;Россия;407299
2025-01-01;Ярославская область;2067
2025-01-01;Чувашская Республика;1174
2025-01-01;Челябинская область;9218
2025-01-01;Ханты-Мансийский автономный округ — Югра;3184
2022-02-01;Ульяновская область;2081
2023-07-01;Псковская область;748
2023-06-01;Республика Марий Эл;572
2024-08-01;Самарская область;5120
2024-01-01;Иркутская область;3505
2023-07-01;Орловская область;961
2024-03-01;Саратовская область;2370
2024-08-01;Волгоградская область;5001
2022-01-01;Ставропольский край;1256
2023-09-01;Кировская область;588
2023-12-01;Калужская область;2848
2024-04-01;Республика Татарстан;10567
2023-07-01;Тульская область;1873
2022-09-01;Нижегородская область;3370
2023-02-01;Забайкальский край;118
2022-04-01;Краснодарский край;34040
2024-01-01;Тверская область;1502
2022-06-01;Оренбургская область;1162
2022-08-01;Омская область;612
2023-01-01;Ставропольский край;3111
2022-01-01;Нижегородская область;3451
2022-02-01;Ярославская область;1447
2023-12-01;Санкт-Петербург;30096
2022-03-01;Кемеровская область;664
2024-08-01;Липецкая область;1514
2024-07-01;Архангельская область;1488
2023-02-01;Липецкая область;678
2024-02-01;Республика Карелия;461
2023-12-01;Москва;58508
2022-08-01;Саратовская область;1174
2023-09-01;Псковская область;978
2022-08-01;Кемеровская область;1435
2023-11-01;Хабаровский край;3731
2024-07-01;Хабаровский край;3524
2022-11-01;Чувашская Республика;1213
2023-06-01;Республика Башкортостан;5890
2023-07-01;Омская область;1268
2023-07-01;Курганская область;1238
2023-08-01;Удмуртская Республика;5250
2024-06-01;Новгородская область;68
2023-04-01;Удмуртская Республика;6270
2022-08-01;Краснодарский край;28689
2022-05-01;Вологодская область;1598
2024-02-01;Самарская область;4476
2023-05-01;Самарская область;2348
2024-01-01;Республика Марий Эл;636
2022-06-01;Республика Татарстан;8386
2023-04-01;Рязанская область;5599
2023-08-01;Сахалинская область;1353
2023-03-01;Курская область;425
2023-01-01;Забайкальский край;75
2022-05-01;Сахалинская область;371
2022-11-01;Республика Саха (Якутия);839
2024-01-01;Ставропольский край;4582
2023-02-01;Московская область;26888
2022-05-01;Республика Карелия;410
2023-01-01;Республика Адыгея;478
2024-02-01;Вологодская область;1358
2024-04-01;Тверская область;944
2022-02-01;Ханты-Мансийский автономный округ — Югра;2575
2022-11-01;Псковская область;340
2022-11-01;Кемеровская область;1143
2023-12-01;Ивановская область;866
2023-04-01;Вологодская область;1193
2023-08-01;Москва;47565
2024-06-01;Санкт-Петербург;24230
2022-10-01;Тульская область;1688
2023-04-01;Ивановская область;579
2022-02-01;Ростовская область;10518
2023-07-01;Пермский край;6158
2022-05-01;Ивановская область;547
2024-02-01;Томская область;1243
2024-03-01;Краснодарский край;54225
2023-06-01;Новгородская область;72
2022-06-01;Ленинградская область;13685
2022-04-01;Рязанская область;4235
2023-04-01;Забайкальский край;153
2022-06-01;Ростовская область;12180
2024-03-01;Тверская область;971
2024-07-01;Липецкая область;2210
2022-10-01;Удмуртская Республика;8876
2024-05-01;Республика Башкортостан;11494
2023-03-01;Ульяновская область;2216
2022-06-01;Томская область;419
2022-06-01;Калининградская область;3595
2022-02-01;Сахалинская область;614
2023-07-01;Белгородская область;289
2023-10-01;Омская область;959
2024-07-01;Тверская область;1262
2024-05-01;Иркутская область;2501
2024-05-01;Тверская область;1008
2023-10-01;Нижегородская область;3510
2024-05-01;Псковская область;663
2023-03-01;Вологодская область;1187
2023-03-01;Новгородская область;84
2023-06-01;Липецкая область;896
2023-08-01;Республика Хакасия;64
2023-09-01;Ставропольский край;3024
2022-07-01;Краснодарский край;31064
2024-05-01;Томская область;1686
2024-02-01;Москва;56961
2024-08-01;Республика Саха (Якутия);807
2022-12-01;Новгородская область;162
2024-05-01;Свердловская область;17404
2023-01-01;Санкт-Петербург;23529
2024-06-01;Кировская область;1133
2022-04-01;Астраханская область;1240
2024-06-01;Астраханская область;4421
2023-02-01;Саратовская область;1256
2024-08-01;Владимирская область;2044
2024-07-01;Калужская область;1526
2022-10-01;Республика Хакасия;158
2023-09-01;Ивановская область;586
2022-07-01;Москва;42580
2024-08-01;Тульская область;4295
2022-09-01;Курганская область;540
2022-12-01;Челябинская область;4149
2022-05-01;Республика Хакасия;81
2022-05-01;Калужская область;1098
2023-12-01;Волгоградская область;4222
2023-07-01;Кировская область;741
2024-05-01;Нижегородская область;3342
2022-12-01;Калининградская область;5149
2023-08-01;Курская область;358
2023-11-01;Ростовская область;15130
2023-03-01;Белгородская область;332
2023-11-01;Приморский край;9573
2022-01-01;Республика Татарстан;8987
2024-04-01;Самарская область;2772
2024-04-01;Алтайский край;1516
2022-08-01;Вологодская область;966
2022-11-01;Брянская область;999
2022-04-01;Курская область;958
2023-08-01;Владимирская область;1274
2024-05-01;Курганская область;1673
2023-04-01;Республика Адыгея;649
2024-08-01;Курганская область;1849
2023-11-01;Калининградская область;4492
2024-02-01;Калининградская область;3780
2022-10-01;Липецкая область;393
2023-11-01;Московская область;28813
2024-08-01;Ханты-Мансийский автономный округ — Югра;2527
2023-02-01;Ханты-Мансийский автономный округ — Югра;3615
2023-10-01;Самарская область;3507
2022-10-01;Калужская область;1401
2022-05-01;Республика Башкортостан;6762
2024-06-01;Ростовская область;18024
2022-05-01;Самарская область;4569
2022-11-01;Амурская область;226
2022-07-01;Волгоградская область;2267
2022-02-01;Свердловская область;10242
2022-11-01;Калининградская область;4745
2024-06-01;Республика Бурятия;392
2022-03-01;Чувашская Республика;874
2022-06-01;Новосибирская область;15626
2022-04-01;Хабаровский край;1058
2023-09-01;Пермский край;5708
2024-05-01;Вологодская область;1685
2023-01-01;Астраханская область;2078
2023-04-01;Ленинградская область;15175
2023-05-01;Республика Адыгея;421
2022-08-01;Республика Хакасия;120
2022-12-01;Томская область;637
2024-04-01;Костромская область;657
2022-10-01;Ульяновская область;2168
2022-11-01;Пермский край;4019
2022-06-01;Тверская область;2277
2022-02-01;Чувашская Республика;697
2023-01-01;Владимирская область;1547
2023-11-01;Калужская область;1548
2022-04-01;Ханты-Мансийский автономный округ — Югра;2078
2024-02-01;Забайкальский край;192
2022-10-01;Кемеровская область;1127
2024-08-01;Челябинская область;4570
2023-10-01;Костромская область;1045
2022-04-01;Республика Бурятия;778
2024-06-01;Удмуртская Республика;7509
2022-06-01;Забайкальский край;97
2022-07-01;Республика Мордовия;953
2023-07-01;Саратовская область;784
2024-04-01;Свердловская область;18323
2022-08-01;Сахалинская область;629
2022-10-01;Краснодарский край;39911
2023-08-01;Свердловская область;16407
2024-05-01;Ханты-Мансийский автономный округ — Югра;3104
2022-04-01;Сахалинская область;329
2023-11-01;Ульяновская область;2980
2023-09-01;Чувашская Республика;889
2023-07-01;Республика Мордовия;753
2022-03-01;Московская область;20912
2023-02-01;Республика Бурятия;127
2022-06-01;Тульская область;2312
2022-01-01;Тюменская область;11207
2023-11-01;Белгородская область;198
2023-07-01;Приморский край;6532
2023-06-01;Оренбургская область;2117
2023-10-01;Иркутская область;3331
2022-06-01;Московская область;24034
2024-01-01;Белгородская область;352
2023-09-01;Краснодарский край;40563
2023-08-01;Воронежская область;7295
2024-05-01;Астраханская область;2715
2024-07-01;Волгоградская область;4260
2022-11-01;Свердловская область;13357
2024-10-01;Сахалинская область;185
2024-10-01;Саратовская область;2676
2024-10-01;Санкт-Петербург;24320
2024-10-01;Самарская область;5760
2024-10-01;Рязанская область;4410
2024-10-01;Ростовская область;10738
2024-10-01;Республика Татарстан;10554
2024-10-01;Республика Саха (Якутия);997
2024-10-01;Республика Мордовия;672
2024-10-01;Республика Марий Эл;1834
2024-10-01;Республика Карелия;266
2024-10-01;Республика Бурятия;943
2024-10-01;Республика Башкортостан;13021
2024-10-01;Республика Адыгея;1775
2024-10-01;Псковская область;765
2024-10-01;Приморский край;13442
2024-10-01;Пермский край;7213
2024-10-01;Пензенская область;7014
2024-10-01;Орловская область;1143
2024-10-01;Оренбургская область;1276
2024-10-01;Омская область;1060
2024-10-01;Новосибирская область;11538
2024-10-01;Новгородская область;88
2024-10-01;Нижегородская область;4508
2024-10-01;Московская область;29211
2024-10-01;Москва;51965
2024-10-01;Липецкая область;2754
2024-10-01;Ленинградская область;17359
2024-10-01;Курская область;975
2024-10-01;Курганская область;1752
2024-10-01;Красноярский край;4648
2024-10-01;Краснодарский край;44704
2024-10-01;Костромская область;930
2024-10-01;Кировская область;1078
2024-10-01;Кемеровская область;1891
2024-10-01;Калужская область;1041
2024-10-01;Калининградская область;4037
2023-04-01;Иркутская область;2302
2023-06-01;Ставропольский край;3801
2023-11-01;Республика Адыгея;1061
2022-07-01;Ставропольский край;4841
2024-08-01;Кировская область;1241
2024-04-01;Москва;52252
2024-02-01;Рязанская область;6393
2023-03-01;Орловская область;1135
2022-05-01;Новосибирская область;14232
2024-03-01;Самарская область;4054
2022-06-01;Вологодская область;1132
2022-06-01;Республика Бурятия;841
2024-01-01;Оренбургская область;1308
2022-03-01;Республика Карелия;303
2022-11-01;Ивановская область;711
2022-04-01;Свердловская область;12252
2024-05-01;Республика Адыгея;1487
2022-11-01;Архангельская область;1665
2022-10-01;Республика Татарстан;7487
2023-10-01;Кировская область;810
2022-10-01;Республика Бурятия;941
2024-02-01;Нижегородская область;4371
2023-06-01;Удмуртская Республика;5657
2022-08-01;Республика Карелия;213
2023-11-01;Краснодарский край;55418
2022-07-01;Орловская область;734
2023-02-01;Архангельская область;1275
2023-02-01;Ярославская область;1592
2022-03-01;Ивановская область;135
2022-05-01;Ханты-Мансийский автономный округ — Югра;2662
2023-04-01;Псковская область;1126
2023-04-01;Саратовская область;1454
2023-03-01;Удмуртская Республика;6701
2022-04-01;Удмуртская Республика;8334
2023-06-01;Вологодская область;1032
2024-01-01;Калининградская область;4596
2023-11-01;Омская область;1232
2022-11-01;Ленинградская область;14619
2022-10-01;Астраханская область;2048
2024-08-01;Тюменская область;19115
2023-02-01;Алтайский край;724
2023-10-01;Рязанская область;6428
2023-03-01;Иркутская область;2704
2023-02-01;Республика Марий Эл;413
2024-01-01;Калужская область;2468
2022-05-01;Нижегородская область;3249
2024-04-01;Оренбургская область;1466
2022-02-01;Томская область;191
2022-05-01;Пензенская область;6853
2022-09-01;Калининградская область;3894
2022-11-01;Республика Бурятия;992
2024-07-01;Ивановская область;732
2022-03-01;Воронежская область;3514
2022-10-01;Тверская область;2282
2022-03-01;Краснодарский край;27095
2022-02-01;Пермский край;5045
2023-09-01;Республика Башкортостан;7906
2022-11-01;Московская область;28789
2024-01-01;Самарская область;6220
2023-05-01;Смоленская область;1483
2023-05-01;Челябинская область;3414
2024-07-01;Свердловская область;17642
2023-05-01;Курганская область;1305
2023-11-01;Москва;52290
2024-03-01;Псковская область;729
2022-01-01;Калужская область;884
2022-06-01;Сахалинская область;182
2022-03-01;Иркутская область;2712
2023-09-01;Красноярский край;3840
2023-08-01;Республика Татарстан;8094
2022-02-01;Воронежская область;4233
2023-10-01;Тульская область;2733
2022-04-01;Республика Саха (Якутия);323
2024-02-01;Астраханская область;2520
2024-03-01;Оренбургская область;1328
2023-05-01;Костромская область;632
2022-10-01;Хабаровский край;1278
2022-12-01;Республика Башкортостан;5448
2023-06-01;Санкт-Петербург;36993
2024-02-01;Свердловская область;19455
2022-06-01;Калужская область;1253
2024-04-01;Кемеровская область;1321
2022-06-01;Липецкая область;1180
2022-03-01;Смоленская область;1688
2024-04-01;Тюменская область;19098
2022-05-01;Курганская область;279
2023-07-01;Сахалинская область;446
2022-09-01;Липецкая область;632
2022-09-01;Новгородская область;118
2023-11-01;Архангельская область;1674
2024-06-01;Владимирская область;2038
2023-05-01;Пермский край;6343
2024-03-01;Удмуртская Республика;8040
2022-10-01;Орловская область;1266
2023-04-01;Тульская область;2467
2022-05-01;Новгородская область;105
2024-06-01;Республика Башкортостан;11006
2024-04-01;Республика Саха (Якутия);449
2022-07-01;Санкт-Петербург;30135
2023-06-01;Тульская область;2546
2024-01-01;Новосибирская область;10907
2024-08-01;Воронежская область;8132
2023-07-01;Оренбургская область;1493
2022-03-01;Санкт-Петербург;28906
2022-11-01;Новосибирская область;10434
2024-07-01;Ростовская область;16389
2022-06-01;Алтайский край;1482
2022-08-01;Калужская область;1090
2023-08-01;Пензенская область;6604
2023-02-01;Санкт-Петербург;28589
2023-09-01;Удмуртская Республика;7876
2022-11-01;Республика Башкортостан;5675
2022-09-01;Республика Бурятия;989
2023-01-01;Тульская область;2561
2022-02-01;Курганская область;499
2022-09-01;Свердловская область;11197
2023-12-01;Омская область;1126
2022-04-01;Архангельская область;1556
2023-08-01;Тюменская область;13612
2024-05-01;Калужская область;2462
2024-04-01;Саратовская область;1771
2022-12-01;Оренбургская область;2216
2023-09-01;Алтайский край;731
2024-06-01;Алтайский край;1589
2024-08-01;Санкт-Петербург;25581
2023-07-01;Ханты-Мансийский автономный округ — Югра;2144
2023-04-01;Калининградская область;3191
2023-07-01;Новгородская область;127
2023-12-01;Республика Башкортостан;9919
2023-11-01;Воронежская область;6761
2024-03-01;Курганская область;1942
2024-05-01;Москва;52093
2023-10-01;Приморский край;9599
2022-03-01;Республика Татарстан;8288
2023-05-01;Томская область;893
2023-02-01;Краснодарский край;35845
2024-07-01;Алтайский край;1626
2023-06-01;Брянская область;884
2022-01-01;Курганская область;586
2023-03-01;Калужская область;683
2023-02-01;Калужская область;672
2024-01-01;Амурская область;422
2022-10-01;Республика Марий Эл;1022
2022-10-01;Республика Мордовия;830
2024-08-01;Калужская область;1114
2024-01-01;Воронежская область;6200
2023-09-01;Саратовская область;1342
2022-05-01;Оренбургская область;694
2022-04-01;Смоленская область;1812
2023-03-01;Кировская область;966
2024-04-01;Ханты-Мансийский автономный округ — Югра;3460
2024-02-01;Республика Марий Эл;751
2023-03-01;Чувашская Республика;991
2022-07-01;Амурская область;119
2023-12-01;Иркутская область;3727
2024-08-01;Ульяновская область;3143
2022-03-01;Республика Бурятия;699
2022-02-01;Саратовская область;718
2022-04-01;Самарская область;3447
2023-07-01;Самарская область;3753
2022-01-01;Приморский край;3032
2022-09-01;Ханты-Мансийский автономный округ — Югра;2283
2022-05-01;Ленинградская область;15402
2022-02-01;Республика Бурятия;54
2022-09-01;Псковская область;200
2022-07-01;Курская область;719
2023-06-01;Республика Адыгея;823
2022-10-01;Республика Саха (Якутия);753
2023-09-01;Кемеровская область;1565
2022-02-01;Омская область;295
2024-04-01;Санкт-Петербург;24639
2024-07-01;Белгородская область;143
2022-03-01;Омская область;228
2022-11-01;Республика Адыгея;972
2023-11-01;Республика Бурятия;279
2023-04-01;Новгородская область;70
2022-07-01;Тульская область;1748
2023-10-01;Амурская область;372
2024-02-01;Республика Башкортостан;9224
2022-03-01;Саратовская область;667
2024-06-01;Республика Мордовия;584
2022-04-01;Пермский край;5761
2023-11-01;Челябинская область;6420
2023-08-01;Санкт-Петербург;26965
2023-08-01;Рязанская область;5279
2023-09-01;Амурская область;454
2024-06-01;Республика Карелия;393
2024-02-01;Воронежская область;6170
2024-06-01;Чувашская Республика;1164
2024-01-01;Ханты-Мансийский автономный округ — Югра;2441
2023-01-01;Тюменская область;10679
2024-02-01;Челябинская область;8692
2023-03-01;Республика Саха (Якутия);336
2023-11-01;Новосибирская область;9643
2023-10-01;Новосибирская область;10536
2024-03-01;Курская область;820
2024-02-01;Республика Адыгея;1405
2024-07-01;Санкт-Петербург;24260
2023-10-01;Краснодарский край;49507
2024-08-01;Новосибирская область;9904
2024-03-01;Санкт-Петербург;26040
2024-08-01;Алтайский край;1738
2022-09-01;Астраханская область;1904
2022-01-01;Иркутская область;2914
2022-09-01;Пензенская область;4352
2023-07-01;Республика Хакасия;37
2023-06-01;Свердловская область;13848
2022-10-01;Омская область;320
2023-11-01;Республика Татарстан;9109
2023-05-01;Кемеровская область;1155
2024-06-01;Новосибирская область;10780
2024-01-01;Краснодарский край;49818
2022-04-01;Красноярский край;5103
2024-04-01;Белгородская область;274
2022-06-01;Республика Адыгея;452
2022-09-01;Смоленская область;1599
2024-03-01;Томская область;1456
2022-01-01;Ульяновская область;1647
2024-02-01;Республика Татарстан;9708
2022-09-01;Владимирская область;1661
2022-01-01;Псковская область;720
2023-09-01;Республика Адыгея;885
2022-01-01;Республика Башкортостан;6142
2024-08-01;Пензенская область;6291
2024-04-01;Республика Башкортостан;10319
2022-05-01;Брянская область;1231
2023-11-01;Ханты-Мансийский автономный округ — Югра;2846
2024-01-01;Московская область;29902
2023-02-01;Республика Мордовия;285
2022-09-01;Челябинская область;3402
2022-02-01;Ивановская область;339
2024-03-01;Орловская область;1005
2024-04-01;Владимирская область;1475
2024-02-01;Липецкая область;1893
2024-01-01;Ульяновская область;2878
2022-07-01;Калининградская область;3984
2024-07-01;Ульяновская область;3242
2024-01-01;Пермский край;6689
2022-09-01;Забайкальский край;133
2023-04-01;Архангельская область;1559
2022-12-01;Республика Карелия;261
2023-09-01;Челябинская область;4878
2023-04-01;Ульяновская область;2271
2023-05-01;Брянская область;669
2023-06-01;Воронежская область;6695
2023-06-01;Сахалинская область;232
2022-01-01;Пензенская область;5528
2022-03-01;Ульяновская область;2562
2023-01-01;Ярославская область;2378
2022-02-01;Новосибирская область;8440
2024-02-01;Новосибирская область;11403
2023-06-01;Республика Бурятия;407
2024-02-01;Ярославская область;2203
2023-04-01;Алтайский край;1954
2023-05-01;Республика Татарстан;6967
2022-07-01;Астраханская область;827
2023-12-01;Новгородская область;172
2022-03-01;Тверская область;1202
2024-07-01;Республика Мордовия;817
2023-02-01;Тверская область;785
2022-03-01;Нижегородская область;3053
2023-10-01;Свердловская область;14833
2023-01-01;Республика Татарстан;6829
2022-11-01;Воронежская область;4732
2022-05-01;Москва;40389
2022-02-01;Тюменская область;11087
2024-01-01;Тюменская область;15866
2023-11-01;Свердловская область;15851
2024-04-01;Удмуртская Республика;6879
2023-11-01;Псковская область;684
2024-03-01;Иркутская область;3007
2023-02-01;Орловская область;560
2022-01-01;Владимирская область;858
2022-04-01;Калининградская область;3880
2023-05-01;Пензенская область;8565
2022-05-01;Костромская область;571
2022-02-01;Республика Башкортостан;5898
2023-01-01;Самарская область;4054
2022-11-01;Омская область;499
2024-08-01;Свердловская область;17170
2022-04-01;Тюменская область;12718
2023-12-01;Ханты-Мансийский автономный округ — Югра;2852
2023-03-01;Пензенская область;6612
2022-03-01;Калининградская область;3980
2022-12-01;Республика Татарстан;6420
2023-12-01;Республика Адыгея;1275
2022-07-01;Ярославская область;1327
2024-02-01;Курская область;724
2023-12-01;Вологодская область;1937
2024-04-01;Томская область;1490
2023-10-01;Кемеровская область;1407
2022-09-01;Кемеровская область;1113
2023-09-01;Омская область;1313
2023-12-01;Свердловская область;18947
2023-06-01;Самарская область;2235
2024-02-01;Кировская область;928
2024-04-01;Нижегородская область;3653
2023-03-01;Амурская область;336
2022-10-01;Пермский край;4338
2023-06-01;Архангельская область;2254
2023-05-01;Волгоградская область;2190
2022-02-01;Амурская область;198
2023-12-01;Чувашская Республика;1134
2023-10-01;Томская область;1145
2024-05-01;Волгоградская область;4523
2023-03-01;Костромская область;671
2023-10-01;Тюменская область;14280
2023-05-01;Чувашская Республика;778
2024-04-01;Республика Карелия;442
2024-08-01;Удмуртская Республика;6379
2022-07-01;Сахалинская область;578
2022-08-01;Московская область;21694
2022-08-01;Новосибирская область;15572
2023-06-01;Республика Мордовия;857
2023-08-01;Республика Башкортостан;6136
2024-03-01;Сахалинская область;1554
2023-03-01;Челябинская область;3828
2023-01-01;Республика Бурятия;750
2024-01-01;Свердловская область;19440
2024-02-01;Ростовская область;17099
2023-10-01;Липецкая область;1920
2022-01-01;Республика Марий Эл;514
2023-01-01;Красноярский край;3257
2022-01-01;Белгородская область;418
2024-01-01;Ростовская область;16223
2023-12-01;Астраханская область;2046
2022-02-01;Калужская область;572
2022-01-01;Томская область;186
2023-12-01;Калининградская область;5428
2024-03-01;Республика Хакасия;133
2023-04-01;Тюменская область;12710
2023-10-01;Забайкальский край;181
2023-10-01;Новгородская область;45
2023-12-01;Красноярский край;4898
2024-02-01;Амурская область;419
2022-09-01;Курская область;1026
2022-01-01;Астраханская область;1490
2022-03-01;Брянская область;1122
2022-12-01;Орловская область;782
2024-07-01;Новгородская область;77
2023-04-01;Костромская область;628
2022-04-01;Брянская область;1255
2022-08-01;Республика Саха (Якутия);834
2023-10-01;Ленинградская область;20499
2024-06-01;Ханты-Мансийский автономный округ — Югра;3054
2024-02-01;Красноярский край;3515
2024-03-01;Республика Адыгея;1125
2022-08-01;Челябинская область;3081
2022-12-01;Тверская область;1065
2022-12-01;Псковская область;328
2023-01-01;Воронежская область;4824
2023-01-01;Рязанская область;4463
2022-11-01;Кировская область;1277
2022-08-01;Амурская область;109
2023-11-01;Ярославская область;2444
2023-04-01;Ростовская область;12311
2022-11-01;Костромская область;630
2024-04-01;Приморский край;11604
2022-12-01;Иркутская область;2639
2023-07-01;Удмуртская Республика;5936
2023-01-01;Свердловская область;10447
2024-08-01;Красноярский край;5351
2024-03-01;Калужская область;1210
2022-05-01;Республика Мордовия;915
2022-01-01;Вологодская область;1075
2022-01-01;Хабаровский край;847
2022-03-01;Алтайский край;1057
2023-10-01;Ростовская область;12986
2022-10-01;Ленинградская область;14625
2023-12-01;Костромская область;949
2023-09-01;Смоленская область;1466
2024-07-01;Рязанская область;5888
2022-06-01;Пермский край;3246
2024-01-01;Республика Хакасия;90
2023-01-01;Смоленская область;792
2022-10-01;Ставропольский край;2654
2023-11-01;Костромская область;913
2023-02-01;Пермский край;5940
2022-04-01;Новгородская область;112
2022-11-01;Оренбургская область;1587
2023-01-01;Орловская область;747
2024-05-01;Белгородская область;228
2023-06-01;Астраханская область;3136
2023-05-01;Омская область;1008
2023-10-01;Республика Марий Эл;570
2024-03-01;Алтайский край;1841
2023-05-01;Иркутская область;1320
2023-12-01;Краснодарский край;57092
2022-03-01;Забайкальский край;23
2022-07-01;Хабаровский край;920
2024-01-01;Пензенская область;12023
2022-07-01;Свердловская область;10672
2023-09-01;Архангельская область;1448
2022-06-01;Республика Карелия;275
2024-04-01;Чувашская Республика;1207
2024-01-01;Смоленская область;1720
2022-08-01;Курская область;631
2022-09-01;Ленинградская область;14787
2024-02-01;Республика Хакасия;147
2022-06-01;Саратовская область;1011
2023-05-01;Курская область;368
2022-03-01;Калужская область;635
2023-06-01;Калужская область;1390
2023-12-01;Смоленская область;1509
2023-06-01;Курганская область;1114
2023-08-01;Ханты-Мансийский автономный округ — Югра;2018
2024-05-01;Курская область;1226
2022-03-01;Оренбургская область;580
2024-06-01;Пензенская область;8013
2023-03-01;Республика Татарстан;7891
2022-08-01;Санкт-Петербург;33465
2022-11-01;Ставропольский край;1906
2024-02-01;Смоленская область;1975
2022-12-01;Нижегородская область;2804
2022-04-01;Пензенская область;6355
2023-09-01;Иркутская область;3739
2022-12-01;Приморский край;6083
2022-12-01;Архангельская область;1496
2023-05-01;Республика Бурятия;456
2023-11-01;Оренбургская область;742
2024-03-01;Пензенская область;9530
2024-01-01;Астраханская область;2587
2024-08-01;Амурская область;512
2024-08-01;Архангельская область;2661
2023-07-01;Курская область;542
2024-04-01;Московская область;29182
2023-11-01;Пермский край;7437
2022-11-01;Калужская область;1194
2022-01-01;Кировская область;1561
2023-03-01;Астраханская область;2689
2022-03-01;Республика Башкортостан;6053
2024-08-01;Республика Бурятия;575
2023-10-01;Санкт-Петербург;27547
2023-07-01;Волгоградская область;2353
2024-08-01;Республика Хакасия;50
2023-07-01;Забайкальский край;199
2022-12-01;Республика Адыгея;876
2022-05-01;Челябинская область;4148
2022-12-01;Курская область;317
2022-09-01;Ярославская область;1961
2023-11-01;Забайкальский край;323
2022-06-01;Самарская область;3488
2024-01-01;Владимирская область;1739
2023-02-01;Ростовская область;10382
2023-01-01;Московская область;32321
2023-01-01;Пензенская область;4295
2023-01-01;Брянская область;906
2023-08-01;Брянская область;909
2023-12-01;Республика Бурятия;196
2022-08-01;Республика Бурятия;803
2022-07-01;Архангельская область;1990
2024-06-01;Тульская область;4976
2022-12-01;Омская область;586
2024-05-01;Оренбургская область;1676
2022-05-01;Волгоградская область;3039
2024-08-01;Костромская область;893
2023-08-01;Архангельская область;1970
2023-06-01;Республика Карелия;155
2022-05-01;Ярославская область;1909
2022-08-01;Иркутская область;2450
2022-10-01;Оренбургская область;2213
