"date";"category";"value"
"2024-08-01";"Свердловская область";71.9
"2024-08-01";"Севастополь";69
"2024-08-01";"Смоленская область";61.6
"2024-08-01";"Ставропольский край";59
"2024-08-01";"Тамбовская область";61.5
"2024-08-01";"Тверская область";68
"2024-08-01";"Томская область";71.9
"2024-08-01";"Тульская область";66
"2024-08-01";"Тюменская область";74.2
"2024-08-01";"Удмуртская Республика";69.3
"2024-08-01";"Ульяновская область";63.5
"2024-08-01";"Хабаровский край";72.6
"2024-08-01";"Ханты-Мансийский автономный округ — Югра";73.3
"2024-08-01";"Челябинская область";67.4
"2024-08-01";"Чеченская Республика";26.8
"2024-08-01";"Чувашская Республика";65.5
"2024-08-01";"Чукотский автономный округ";79
"2024-08-01";"Ямало-Ненецкий автономный округ";76.6
"2024-08-01";"Ярославская область";69.7
"2024-07-01";"Алтайский край";65.2
"2024-07-01";"Амурская область";69
"2024-07-01";"Архангельская область";72.8
"2024-07-01";"Астраханская область";59.7
"2024-07-01";"Белгородская область";63.7
"2024-07-01";"Брянская область";59.9
"2024-07-01";"Владимирская область";65.9
"2024-07-01";"Волгоградская область";63.6
"2024-07-01";"Вологодская область";68.5
"2024-07-01";"Воронежская область";66.7
"2024-07-01";"Еврейская автономная область";68.6
"2024-07-01";"Забайкальский край";69.4
"2024-07-01";"Ивановская область";62.8
"2024-07-01";"Иркутская область";69.1
"2024-07-01";"Кабардино-Балкарская Республика";43.2
"2024-07-01";"Калининградская область";69.9
"2024-07-01";"Калужская область";65.7
"2024-07-01";"Камчатский край";73.4
"2024-07-01";"Карачаево-Черкесская Республика";47.9
"2024-07-01";"Кемеровская область";69.4
"2024-07-01";"Кировская область";68.9
"2024-07-01";"Костромская область";66.2
"2024-07-01";"Краснодарский край";65.3
"2024-07-01";"Красноярский край";68.3
"2024-07-01";"Курганская область";67.2
"2024-07-01";"Курская область";62.7
"2024-07-01";"Ленинградская область";73.2
"2024-07-01";"Липецкая область";64
"2024-07-01";"Магаданская область";74.3
"2024-07-01";"Москва";71.6
"2024-07-01";"Московская область";70
"2024-07-01";"Мурманская область";74.8
"2024-07-01";"Ненецкий автономный округ";78.8
"2024-07-01";"Нижегородская область";67.6
"2024-07-01";"Новгородская область";69.4
"2024-07-01";"Новосибирская область";67.2
"2024-07-01";"Омская область";66.1
"2024-07-01";"Оренбургская область";63.3
"2024-07-01";"Орловская область";64.1
"2024-07-01";"Пензенская область";61.1
"2024-07-01";"Пермский край";69.6
"2024-07-01";"Приморский край";64.7
"2024-07-01";"Псковская область";66.6
"2024-07-01";"Республика Адыгея";61.1
"2024-07-01";"Республика Алтай";68.3
"2024-07-01";"Республика Башкортостан";69.4
"2024-07-01";"Республика Бурятия";70.8
"2024-07-01";"Республика Дагестан";29
"2024-07-01";"Республика Ингушетия";22.1
"2024-07-01";"Республика Калмыкия";59.9
"2024-07-01";"Республика Карелия";73.9
"2024-07-01";"Республика Коми";74.2
"2024-07-01";"Республика Крым";67
"2024-07-01";"Республика Марий Эл";66.2
"2024-07-01";"Республика Мордовия";62.6
"2024-07-01";"Республика Саха (Якутия)";77.3
"2024-07-01";"Республика Северная Осетия — Алания";47.6
"2024-07-01";"Республика Татарстан";66
"2024-07-01";"Республика Тыва";66
"2024-07-01";"Республика Хакасия";63.6
"2024-07-01";"Россия";67.2
"2024-07-01";"Ростовская область";61.6
"2024-07-01";"Рязанская область";63.5
"2024-07-01";"Самарская область";65.9
"2024-07-01";"Санкт-Петербург";73.3
"2024-07-01";"Саратовская область";63.3
"2024-07-01";"Сахалинская область";73.2
"2024-07-01";"Свердловская область";71.2
"2024-07-01";"Севастополь";69.3
"2024-07-01";"Смоленская область";60.9
"2024-07-01";"Ставропольский край";58.8
"2024-07-01";"Тамбовская область";60.8
"2024-07-01";"Тверская область";67.5
"2024-07-01";"Томская область";70.6
"2024-07-01";"Тульская область";65.5
"2024-07-01";"Тюменская область";73
"2024-07-01";"Удмуртская Республика";68
"2024-07-01";"Ульяновская область";61.7
"2024-07-01";"Хабаровский край";70.7
"2024-07-01";"Ханты-Мансийский автономный округ — Югра";71.7
"2024-07-01";"Челябинская область";66.3
"2024-07-01";"Чеченская Республика";24.8
"2024-07-01";"Чувашская Республика";62.7
"2024-07-01";"Чукотский автономный округ";78.7
"2024-07-01";"Ямало-Ненецкий автономный округ";76.2
"2024-07-01";"Ярославская область";68.5
"2024-06-01";"Алтайский край";65.3
"2024-06-01";"Амурская область";69
"2024-06-01";"Архангельская область";73
"2024-06-01";"Астраханская область";60.3
"2024-06-01";"Белгородская область";63.8
"2024-06-01";"Брянская область";59
"2024-06-01";"Владимирская область";65.7
"2024-06-01";"Волгоградская область";63.9
"2024-06-01";"Вологодская область";69.8
"2024-06-01";"Воронежская область";68
"2024-06-01";"Еврейская автономная область";68.1
"2024-06-01";"Забайкальский край";68.9
"2024-06-01";"Ивановская область";62.6
"2024-06-01";"Иркутская область";69.7
"2024-06-01";"Кабардино-Балкарская Республика";41.4
"2024-06-01";"Калининградская область";70.8
"2024-06-01";"Калужская область";65.3
"2024-06-01";"Камчатский край";74.5
"2024-06-01";"Карачаево-Черкесская Республика";46.3
"2024-06-01";"Кемеровская область";69.7
"2024-06-01";"Кировская область";70.1
"2024-06-01";"Костромская область";66.3
"2024-06-01";"Краснодарский край";64.7
"2024-06-01";"Красноярский край";69.2
"2024-06-01";"Курганская область";67.7
"2024-06-01";"Курская область";63.1
"2024-06-01";"Ленинградская область";73.6
"2024-06-01";"Липецкая область";64.2
"2024-06-01";"Магаданская область";74.9
"2024-06-01";"Москва";71.3
"2024-06-01";"Московская область";70.1
"2024-06-01";"Мурманская область";74.5
"2024-06-01";"Ненецкий автономный округ";77.9
"2024-06-01";"Нижегородская область";67.9
"2024-06-01";"Новгородская область";69.8
"2024-06-01";"Новосибирская область";68.1
"2024-06-01";"Омская область";66.6
"2024-06-01";"Оренбургская область";63
"2024-06-01";"Орловская область";65.3
"2024-06-01";"Пензенская область";61.5
"2024-06-01";"Пермский край";69.9
"2024-06-01";"Приморский край";65.2
"2024-06-01";"Псковская область";65.9
"2024-06-01";"Республика Адыгея";61.1
"2024-06-01";"Республика Алтай";69.1
"2024-06-01";"Республика Башкортостан";70.1
"2024-06-01";"Республика Бурятия";70.5
"2024-06-01";"Республика Дагестан";29
"2024-06-01";"Республика Ингушетия";20.4
"2024-06-01";"Республика Калмыкия";59.8
"2024-06-01";"Республика Карелия";74.9
"2024-06-01";"Республика Коми";74.6
"2024-06-01";"Республика Крым";67.6
"2024-06-01";"Республика Марий Эл";65.6
"2024-06-01";"Республика Мордовия";61.8
"2024-06-01";"Республика Саха (Якутия)";76.9
"2024-06-01";"Республика Северная Осетия — Алания";47.5
"2024-06-01";"Республика Татарстан";65.6
"2024-06-01";"Республика Тыва";71.3
"2024-06-01";"Республика Хакасия";64.1
"2024-06-01";"Россия";67.6
"2024-06-01";"Ростовская область";62.8
"2024-06-01";"Рязанская область";63.6
"2024-06-01";"Самарская область";66.3
"2024-06-01";"Санкт-Петербург";73.6
"2024-06-01";"Саратовская область";63.4
"2024-06-01";"Сахалинская область";73.2
"2024-06-01";"Свердловская область";72.6
"2024-06-01";"Севастополь";72.2
"2024-06-01";"Смоленская область";60.3
"2024-06-01";"Ставропольский край";58.8
"2024-06-01";"Тамбовская область";60.8
"2024-06-01";"Тверская область";67.2
"2024-06-01";"Томская область";71.7
"2024-06-01";"Тульская область";66.2
"2024-06-01";"Тюменская область";74.2
"2024-06-01";"Удмуртская Республика";69.4
"2024-06-01";"Ульяновская область";62.2
"2024-06-01";"Хабаровский край";71.7
"2024-06-01";"Ханты-Мансийский автономный округ — Югра";73.4
"2024-06-01";"Челябинская область";67
"2024-06-01";"Чеченская Республика";23.5
"2024-06-01";"Чувашская Республика";62.8
"2024-06-01";"Чукотский автономный округ";79.3
"2024-06-01";"Ямало-Ненецкий автономный округ";76.9
"2024-06-01";"Ярославская область";69.2
"2024-05-01";"Алтайский край";64.7
"2024-05-01";"Амурская область";68
"2024-05-01";"Архангельская область";72.4
"2024-05-01";"Астраханская область";57.3
"2024-05-01";"Белгородская область";62.7
"2024-05-01";"Брянская область";57.7
"2024-05-01";"Владимирская область";65.1
"2024-05-01";"Волгоградская область";62.3
"2024-05-01";"Вологодская область";68.8
"2024-05-01";"Воронежская область";66.6
"2024-05-01";"Еврейская автономная область";67.7
"2024-05-01";"Забайкальский край";68.3
"2024-05-01";"Ивановская область";61.7
"2024-05-01";"Иркутская область";68.2
"2024-05-01";"Кабардино-Балкарская Республика";40.2
"2024-05-01";"Калининградская область";69.8
"2024-05-01";"Калужская область";65
"2024-05-01";"Камчатский край";74
"2024-05-01";"Карачаево-Черкесская Республика";46.2
"2024-05-01";"Кемеровская область";68.6
"2024-05-01";"Кировская область";68.9
"2024-05-01";"Костромская область";65
"2024-05-01";"Краснодарский край";63.1
"2024-05-01";"Красноярский край";68
"2024-05-01";"Курганская область";66.6
"2024-05-01";"Курская область";62
"2024-05-01";"Ленинградская область";73
"2024-05-01";"Липецкая область";63.8
"2024-05-01";"Магаданская область";75.1
"2024-05-01";"Москва";69.6
"2024-05-01";"Московская область";68.8
"2024-05-01";"Мурманская область";74.7
"2024-05-01";"Ненецкий автономный округ";79.2
"2024-05-01";"Нижегородская область";67.5
"2024-05-01";"Новгородская область";69.4
"2024-05-01";"Новосибирская область";66.5
"2024-05-01";"Омская область";65.2
"2024-05-01";"Оренбургская область";60.9
"2024-05-01";"Орловская область";64.2
"2024-05-01";"Пензенская область";58.8
"2024-05-01";"Пермский край";68.6
"2024-05-01";"Приморский край";64.3
"2024-05-01";"Псковская область";66.2
"2024-05-01";"Республика Адыгея";58.9
"2024-05-01";"Республика Алтай";67.9
"2024-05-01";"Республика Башкортостан";67.9
"2024-05-01";"Республика Бурятия";68.6
"2024-05-01";"Республика Дагестан";28.4
"2024-05-01";"Республика Ингушетия";21.6
"2024-05-01";"Республика Калмыкия";57.5
"2024-05-01";"Республика Карелия";74.2
"2024-05-01";"Республика Коми";73.8
"2024-05-01";"Республика Крым";64
"2024-05-01";"Республика Марий Эл";64.8
"2024-05-01";"Республика Мордовия";62
"2024-05-01";"Республика Саха (Якутия)";77
"2024-05-01";"Республика Северная Осетия — Алания";45.6
"2024-05-01";"Республика Татарстан";64.4
"2024-05-01";"Республика Тыва";67.6
"2024-05-01";"Республика Хакасия";63.4
"2024-05-01";"Россия";66.3
"2024-05-01";"Ростовская область";61.2
"2024-05-01";"Рязанская область";62.2
"2024-05-01";"Самарская область";64.5
"2024-05-01";"Санкт-Петербург";73
"2024-05-01";"Саратовская область";62
"2024-05-01";"Сахалинская область";72.8
"2024-05-01";"Свердловская область";70.4
"2024-05-01";"Севастополь";69
"2024-05-01";"Смоленская область";59.9
"2024-05-01";"Ставропольский край";56.4
"2024-05-01";"Тамбовская область";60.3
"2024-05-01";"Тверская область";66.7
"2024-05-01";"Томская область";70.5
"2024-05-01";"Тульская область";65.3
"2024-05-01";"Тюменская область";72.6
"2024-05-01";"Удмуртская Республика";67.4
"2024-05-01";"Ульяновская область";59.7
"2024-05-01";"Хабаровский край";71.3
"2024-05-01";"Ханты-Мансийский автономный округ — Югра";72.7
"2024-05-01";"Челябинская область";65.3
"2024-05-01";"Чеченская Республика";24.2
"2024-05-01";"Чувашская Республика";60.9
"2024-05-01";"Чукотский автономный округ";79.5
"2024-05-01";"Ямало-Ненецкий автономный округ";76.5
"2024-05-01";"Ярославская область";68.3
"2024-04-01";"Алтайский край";64.4
"2024-04-01";"Амурская область";67.4
"2024-04-01";"Архангельская область";71.3
"2024-04-01";"Астраханская область";58.3
"2024-04-01";"Белгородская область";62.4
"2024-04-01";"Брянская область";57.7
"2024-04-01";"Владимирская область";64.5
"2024-04-01";"Волгоградская область";62.5
"2024-04-01";"Вологодская область";68
"2024-04-01";"Воронежская область";66.3
"2024-04-01";"Еврейская автономная область";67
"2024-04-01";"Забайкальский край";68.3
"2024-04-01";"Ивановская область";61.1
"2024-04-01";"Иркутская область";68.2
"2024-04-01";"Кабардино-Балкарская Республика";40.4
"2024-04-01";"Калининградская область";68.6
"2024-04-01";"Калужская область";64.3
"2024-04-01";"Камчатский край";74
"2024-04-01";"Карачаево-Черкесская Республика";46.5
"2024-04-01";"Кемеровская область";68
"2024-04-01";"Кировская область";68.6
"2024-04-01";"Костромская область";64.6
"2024-04-01";"Краснодарский край";62.8
"2024-04-01";"Красноярский край";67.2
"2024-04-01";"Курганская область";66.7
"2024-04-01";"Курская область";62
"2024-04-01";"Ленинградская область";72.3
"2024-04-01";"Липецкая область";63.2
"2024-04-01";"Магаданская область";74.2
"2024-04-01";"Москва";66.4
"2024-04-01";"Московская область";67.9
"2024-04-01";"Мурманская область";73.6
"2024-04-01";"Ненецкий автономный округ";79.1
"2024-04-01";"Нижегородская область";66.5
"2024-04-01";"Новгородская область";68.4
"2024-04-01";"Новосибирская область";65.9
"2024-04-01";"Омская область";65.6
"2024-04-01";"Оренбургская область";62.6
"2024-04-01";"Орловская область";63.9
"2024-04-01";"Пензенская область";59.2
"2024-04-01";"Пермский край";68.4
"2024-04-01";"Приморский край";63.7
"2024-04-01";"Псковская область";65.3
"2024-04-01";"Республика Адыгея";59.5
"2024-04-01";"Республика Алтай";68.1
"2024-04-01";"Республика Башкортостан";67.8
"2024-04-01";"Республика Бурятия";68.1
"2024-04-01";"Республика Дагестан";28.4
"2024-04-01";"Республика Ингушетия";21.2
"2024-04-01";"Республика Калмыкия";58.4
"2024-04-01";"Республика Карелия";73.5
"2024-04-01";"Республика Коми";72.9
"2024-04-01";"Республика Крым";64.6
"2024-04-01";"Республика Марий Эл";65.2
"2024-04-01";"Республика Мордовия";61.7
"2024-04-01";"Республика Саха (Якутия)";76.6
"2024-04-01";"Республика Северная Осетия — Алания";44.1
"2024-04-01";"Республика Татарстан";64.1
"2024-04-01";"Республика Тыва";68.2
"2024-04-01";"Республика Хакасия";62.5
"2024-04-01";"Россия";65.4
"2024-04-01";"Ростовская область";60.7
"2024-04-01";"Рязанская область";61.4
"2024-04-01";"Самарская область";64.6
"2024-04-01";"Санкт-Петербург";71.2
"2024-04-01";"Саратовская область";62.3
"2024-04-01";"Сахалинская область";72.5
"2024-04-01";"Свердловская область";69.4
"2024-04-01";"Севастополь";67.4
"2024-04-01";"Смоленская область";59.1
"2024-04-01";"Ставропольский край";56.4
"2024-04-01";"Тамбовская область";59.7
"2024-04-01";"Тверская область";65.7
"2024-04-01";"Томская область";69.8
"2024-04-01";"Тульская область";64.1
"2024-04-01";"Тюменская область";72.1
"2024-04-01";"Удмуртская Республика";66.6
"2024-04-01";"Ульяновская область";59.5
"2024-04-01";"Хабаровский край";70.5
"2024-04-01";"Ханты-Мансийский автономный округ — Югра";71.8
"2024-04-01";"Челябинская область";65
"2024-04-01";"Чеченская Республика";25
"2024-04-01";"Чувашская Республика";60.3
"2024-04-01";"Чукотский автономный округ";78.9
"2024-04-01";"Ямало-Ненецкий автономный округ";75.7
"2024-04-01";"Ярославская область";67.7
"2024-03-01";"Алтайский край";66.6
"2024-03-01";"Амурская область";67.5
"2024-03-01";"Архангельская область";71.6
"2024-03-01";"Астраханская область";60
"2024-03-01";"Белгородская область";64.2
"2024-03-01";"Брянская область";58.7
"2024-03-01";"Владимирская область";66.3
"2024-03-01";"Волгоградская область";63.9
"2024-03-01";"Вологодская область";68.8
"2024-03-01";"Воронежская область";67.6
"2024-03-01";"Еврейская автономная область";69.4
"2024-03-01";"Забайкальский край";69
"2024-03-01";"Ивановская область";62.4
"2024-03-01";"Иркутская область";68.5
"2024-03-01";"Кабардино-Балкарская Республика";40.9
"2024-03-01";"Калининградская область";69.2
"2024-03-01";"Калужская область";65.9
"2024-03-01";"Камчатский край";75.2
"2024-03-01";"Карачаево-Черкесская Республика";47
"2024-03-01";"Кемеровская область";69.4
"2024-03-01";"Кировская область";69.4
"2024-03-01";"Костромская область";65
"2024-03-01";"Краснодарский край";63.9
"2024-03-01";"Красноярский край";68.2
"2024-03-01";"Курганская область";67.3
"2024-03-01";"Курская область";63.1
"2024-03-01";"Ленинградская область";72.9
"2024-03-01";"Липецкая область";65.2
"2024-03-01";"Магаданская область";75.3
"2024-03-01";"Москва";66.6
"2024-03-01";"Московская область";68.7
"2024-03-01";"Мурманская область";74.7
"2024-03-01";"Ненецкий автономный округ";79.7
"2024-03-01";"Нижегородская область";67.9
"2024-03-01";"Новгородская область";70.5
"2024-03-01";"Новосибирская область";66.9
"2024-03-01";"Омская область";66.6
"2024-03-01";"Оренбургская область";64
"2024-03-01";"Орловская область";64.8
"2024-03-01";"Пензенская область";61.1
"2024-03-01";"Пермский край";69.6
"2024-03-01";"Приморский край";64.3
"2024-03-01";"Псковская область";66.3
"2024-03-01";"Республика Адыгея";61
"2024-03-01";"Республика Алтай";70.6
"2024-03-01";"Республика Башкортостан";68.8
"2024-03-01";"Республика Бурятия";68.9
"2024-03-01";"Республика Дагестан";29.2
"2024-03-01";"Республика Ингушетия";22.1
"2024-03-01";"Республика Калмыкия";59.8
"2024-03-01";"Республика Карелия";74.6
"2024-03-01";"Республика Коми";74.2
"2024-03-01";"Республика Крым";65.9
"2024-03-01";"Республика Марий Эл";66.6
"2024-03-01";"Республика Мордовия";63.3
"2024-03-01";"Республика Саха (Якутия)";77.1
"2024-03-01";"Республика Северная Осетия — Алания";45.6
"2024-03-01";"Республика Татарстан";65.5
"2024-03-01";"Республика Тыва";70.8
"2024-03-01";"Республика Хакасия";64.4
"2024-03-01";"Россия";66.3
"2024-03-01";"Ростовская область";62.2
"2024-03-01";"Рязанская область";62.5
"2024-03-01";"Самарская область";66.1
"2024-03-01";"Санкт-Петербург";71.3
"2024-03-01";"Саратовская область";64.3
"2024-03-01";"Сахалинская область";73.7
"2024-03-01";"Свердловская область";70.3
"2024-03-01";"Севастополь";68.2
"2024-03-01";"Смоленская область";60.5
"2024-03-01";"Ставропольский край";57.6
"2024-03-01";"Тамбовская область";61.2
"2024-03-01";"Тверская область";67.2
"2024-03-01";"Томская область";70.5
"2024-03-01";"Тульская область";66.1
"2024-03-01";"Тюменская область";72.9
"2024-03-01";"Удмуртская Республика";67.7
"2024-03-01";"Ульяновская область";61.1
"2024-03-01";"Хабаровский край";71.3
"2024-03-01";"Ханты-Мансийский автономный округ — Югра";71.8
"2024-03-01";"Челябинская область";66.5
"2024-03-01";"Чеченская Республика";24.8
"2024-03-01";"Чувашская Республика";61.7
"2024-03-01";"Чукотский автономный округ";80.6
"2024-03-01";"Ямало-Ненецкий автономный округ";75.9
"2024-03-01";"Ярославская область";68.7
"2024-02-01";"Алтайский край";65.6
"2024-02-01";"Амурская область";68.6
"2024-02-01";"Архангельская область";71.8
"2024-02-01";"Астраханская область";60.1
"2024-02-01";"Белгородская область";63.8
"2024-02-01";"Брянская область";59
"2024-02-01";"Владимирская область";65.9
"2024-02-01";"Волгоградская область";64
"2024-02-01";"Вологодская область";68.8
"2024-02-01";"Воронежская область";67.3
"2024-02-01";"Еврейская автономная область";69
"2024-02-01";"Забайкальский край";69.1
"2024-02-01";"Ивановская область";62.4
"2024-02-01";"Иркутская область";69.1
"2024-02-01";"Кабардино-Балкарская Республика";41.2
"2024-02-01";"Калининградская область";69.4
"2024-02-01";"Калужская область";65.7
"2024-02-01";"Камчатский край";74.2
"2024-02-01";"Карачаево-Черкесская Республика";47.7
"2024-02-01";"Кемеровская область";69
"2024-02-01";"Кировская область";69.1
"2024-02-01";"Костромская область";64.8
"2024-02-01";"Краснодарский край";64.2
"2024-02-01";"Красноярский край";68.1
"2024-02-01";"Курганская область";67
"2024-02-01";"Курская область";63.1
"2024-02-01";"Ленинградская область";72.5
"2024-02-01";"Липецкая область";64.7
"2024-02-01";"Магаданская область";73.9
"2024-02-01";"Москва";66.5
"2024-02-01";"Московская область";68.1
"2024-02-01";"Мурманская область";74.2
"2024-02-01";"Ненецкий автономный округ";78.4
"2024-02-01";"Нижегородская область";68
"2024-02-01";"Новгородская область";69.9
"2024-02-01";"Новосибирская область";66.8
"2024-02-01";"Омская область";66.6
"2024-02-01";"Оренбургская область";64.3
"2024-02-01";"Орловская область";64.6
"2024-02-01";"Пензенская область";60.6
"2024-02-01";"Пермский край";69.2
"2024-02-01";"Приморский край";64.4
"2024-02-01";"Псковская область";66.2
"2024-02-01";"Республика Адыгея";60.8
"2024-02-01";"Республика Алтай";70.1
"2024-02-01";"Республика Башкортостан";69.2
"2024-02-01";"Республика Бурятия";68.8
"2024-02-01";"Республика Дагестан";29.9
"2024-02-01";"Республика Ингушетия";22.6
"2024-02-01";"Республика Калмыкия";59.9
"2024-02-01";"Республика Карелия";74.5
"2024-02-01";"Республика Коми";73.6
"2024-02-01";"Республика Крым";64.2
"2024-02-01";"Республика Марий Эл";66.3
"2024-02-01";"Республика Мордовия";62.7
"2024-02-01";"Республика Саха (Якутия)";77.3
"2024-02-01";"Республика Северная Осетия — Алания";46.2
"2024-02-01";"Республика Татарстан";65.8
"2024-02-01";"Республика Тыва";71.8
"2024-02-01";"Республика Хакасия";64.3
"2024-02-01";"Россия";66.2
"2024-02-01";"Ростовская область";62.4
"2024-02-01";"Рязанская область";62.6
"2024-02-01";"Самарская область";65.8
"2024-02-01";"Санкт-Петербург";71.1
"2024-02-01";"Саратовская область";64.2
"2024-02-01";"Сахалинская область";73.2
"2024-02-01";"Свердловская область";69.9
"2024-02-01";"Севастополь";68.2
"2024-02-01";"Смоленская область";60.6
"2024-02-01";"Ставропольский край";57.5
"2024-02-01";"Тамбовская область";61.4
"2024-02-01";"Тверская область";67
"2024-02-01";"Томская область";70.8
"2024-02-01";"Тульская область";65.6
"2024-02-01";"Тюменская область";72.7
"2024-02-01";"Удмуртская Республика";67.4
"2024-02-01";"Ульяновская область";60.6
"2024-02-01";"Хабаровский край";70.9
"2024-02-01";"Ханты-Мансийский автономный округ — Югра";71.7
"2024-02-01";"Челябинская область";65.9
"2024-02-01";"Чеченская Республика";25.7
"2024-02-01";"Чувашская Республика";61.9
"2024-02-01";"Чукотский автономный округ";78.4
"2024-02-01";"Ямало-Ненецкий автономный округ";76.1
"2024-02-01";"Ярославская область";68.5
"2024-01-01";"Алтайский край";67.8
"2024-01-01";"Амурская область";68.4
"2024-01-01";"Архангельская область";73.8
"2024-01-01";"Астраханская область";62.8
"2024-01-01";"Белгородская область";67.1
"2024-01-01";"Брянская область";61.9
"2024-01-01";"Владимирская область";69
"2024-01-01";"Волгоградская область";67.2
"2024-01-01";"Вологодская область";70.9
"2024-01-01";"Воронежская область";70.2
"2024-01-01";"Еврейская автономная область";71.3
"2024-01-01";"Забайкальский край";69.6
"2024-01-01";"Ивановская область";64.5
"2024-01-01";"Иркутская область";70.4
"2024-01-01";"Кабардино-Балкарская Республика";43.9
"2024-01-01";"Калининградская область";71.6
"2024-01-01";"Калужская область";67.9
"2024-01-01";"Камчатский край";75.2
"2024-01-01";"Карачаево-Черкесская Республика";49.3
"2024-01-01";"Кемеровская область";70
"2024-01-01";"Кировская область";71.6
"2024-01-01";"Костромская область";68.1
"2024-01-01";"Краснодарский край";66.4
"2024-01-01";"Красноярский край";69.4
"2024-01-01";"Курганская область";68.7
"2024-01-01";"Курская область";65.7
"2024-01-01";"Ленинградская область";74.1
"2024-01-01";"Липецкая область";67.8
"2024-01-01";"Магаданская область";76.2
"2024-01-01";"Москва";67.7
"2024-01-01";"Московская область";70.2
"2024-01-01";"Мурманская область";75.9
"2024-01-01";"Ненецкий автономный округ";78.6
"2024-01-01";"Нижегородская область";70.1
"2024-01-01";"Новгородская область";71.7
"2024-01-01";"Новосибирская область";68
"2024-01-01";"Омская область";67.6
"2024-01-01";"Оренбургская область";65.5
"2024-01-01";"Орловская область";68.3
"2024-01-01";"Пензенская область";64
"2024-01-01";"Пермский край";71.3
"2024-01-01";"Приморский край";65.9
"2024-01-01";"Псковская область";69.2
"2024-01-01";"Республика Адыгея";64.4
"2024-01-01";"Республика Алтай";72.4
"2024-01-01";"Республика Башкортостан";70.5
"2024-01-01";"Республика Бурятия";70.7
"2024-01-01";"Республика Дагестан";30.8
"2024-01-01";"Республика Ингушетия";25.8
"2024-01-01";"Республика Калмыкия";61.8
"2024-01-01";"Республика Карелия";75.9
"2024-01-01";"Республика Коми";74.8
"2024-01-01";"Республика Крым";66.8
"2024-01-01";"Республика Марий Эл";68.6
"2024-01-01";"Республика Мордовия";65.3
"2024-01-01";"Республика Саха (Якутия)";77.4
"2024-01-01";"Республика Северная Осетия — Алания";47.2
"2024-01-01";"Республика Татарстан";67.6
"2024-01-01";"Республика Тыва";70.6
"2024-01-01";"Республика Хакасия";65.8
"2024-01-01";"Россия";68
"2024-01-01";"Ростовская область";64.6
"2024-01-01";"Рязанская область";65
"2024-01-01";"Самарская область";67.1
"2024-01-01";"Санкт-Петербург";72.1
"2024-01-01";"Саратовская область";66.9
"2024-01-01";"Сахалинская область";75.4
"2024-01-01";"Свердловская область";70.8
"2024-01-01";"Севастополь";71.3
"2024-01-01";"Смоленская область";63.7
"2024-01-01";"Ставропольский край";59.5
"2024-01-01";"Тамбовская область";64.3
"2024-01-01";"Тверская область";68.9
"2024-01-01";"Томская область";72.7
"2024-01-01";"Тульская область";67.8
"2024-01-01";"Тюменская область";74.2
"2024-01-01";"Удмуртская Республика";70
"2024-01-01";"Ульяновская область";63.2
"2024-01-01";"Хабаровский край";72.1
"2024-01-01";"Ханты-Мансийский автономный округ — Югра";72.7
"2024-01-01";"Челябинская область";67.3
"2024-01-01";"Чеченская Республика";27.8
"2024-01-01";"Чувашская Республика";64.2
"2024-01-01";"Чукотский автономный округ";80.6
"2024-01-01";"Ямало-Ненецкий автономный округ";77
"2024-01-01";"Ярославская область";70.3
"2023-12-01";"Алтайский край";63.8
"2023-12-01";"Амурская область";67.8
"2023-12-01";"Архангельская область";70.1
"2023-12-01";"Астраханская область";57.4
"2023-12-01";"Белгородская область";62.3
"2023-12-01";"Брянская область";57.3
"2023-12-01";"Владимирская область";63.8
"2023-12-01";"Волгоградская область";61.6
"2023-12-01";"Вологодская область";67.4
"2023-12-01";"Воронежская область";66.6
"2023-12-01";"Еврейская автономная область";66.3
"2023-12-01";"Забайкальский край";67.1
"2023-12-01";"Ивановская область";60.5
"2023-12-01";"Иркутская область";68.9
"2023-12-01";"Кабардино-Балкарская Республика";39.6
"2023-12-01";"Калининградская область";68.1
"2023-12-01";"Калужская область";63.9
"2023-12-01";"Камчатский край";72.3
"2023-12-01";"Карачаево-Черкесская Республика";45.1
"2023-12-01";"Кемеровская область";68.4
"2023-12-01";"Кировская область";68.2
"2023-12-01";"Костромская область";63.1
"2023-12-01";"Краснодарский край";64.2
"2023-12-01";"Красноярский край";67.3
"2023-12-01";"Курганская область";66.4
"2023-12-01";"Курская область";60
"2023-12-01";"Ленинградская область";71.5
"2023-12-01";"Липецкая область";63.1
"2023-12-01";"Магаданская область";73
"2023-12-01";"Москва";65.9
"2023-12-01";"Московская область";67.2
"2023-12-01";"Мурманская область";71.8
"2023-12-01";"Ненецкий автономный округ";76.3
"2023-12-01";"Нижегородская область";66.5
"2023-12-01";"Новгородская область";68.6
"2023-12-01";"Новосибирская область";67.2
"2023-12-01";"Омская область";65.9
"2023-12-01";"Оренбургская область";62
"2023-12-01";"Орловская область";63.2
"2023-12-01";"Пензенская область";57.7
"2023-12-01";"Пермский край";67.8
"2023-12-01";"Приморский край";64.7
"2023-12-01";"Псковская область";64.1
"2023-12-01";"Республика Адыгея";60.6
"2023-12-01";"Республика Алтай";67.2
"2023-12-01";"Республика Башкортостан";69.3
"2023-12-01";"Республика Бурятия";68.4
"2023-12-01";"Республика Дагестан";28.9
"2023-12-01";"Республика Ингушетия";20.5
"2023-12-01";"Республика Калмыкия";58
"2023-12-01";"Республика Карелия";72.8
