date;region;value
2024-10-01;Московская область;19280
2024-10-01;Москва;19103
2024-10-01;Магаданская область;397
2024-10-01;Липецкая область;1722
2024-10-01;Ленинградская область;7728
2024-10-01;Курская область;1452
2024-10-01;Курганская область;1403
2024-10-01;Красноярский край;9562
2024-10-01;Краснодарский край;29295
2024-10-01;Костромская область;2000
2024-10-01;Кировская область;1718
2024-10-01;Кемеровская область;7645
2024-10-01;Карачаево-Черкесская Республика;224
2024-10-01;Камчатский край;623
2024-10-01;Калужская область;4252
2024-10-01;Калининградская область;4787
2024-10-01;Кабардино-Балкарская Республика;451
2024-10-01;Иркутская область;4209
2024-10-01;Ивановская область;1704
2024-10-01;Забайкальский край;1747
2024-10-01;Еврейская автономная область;146
2024-10-01;Воронежская область;4214
2024-10-01;Вологодская область;2408
2024-10-01;Волгоградская область;4397
2024-10-01;Владимирская область;3859
2024-10-01;Брянская область;2076
2024-10-01;Белгородская область;4615
2024-10-01;Астраханская область;2167
2024-10-01;Архангельская область;2158
2024-10-01;Амурская область;2578
2024-10-01;Алтайский край;2974
2024-10-01;Россия;335790
2024-09-01;Ярославская область;2840
2024-09-01;Ямало-Ненецкий автономный округ;1771
2024-09-01;Чукотский автономный округ;102
2024-09-01;Чувашская Республика;2134
2024-09-01;Чеченская Республика;269
2024-09-01;Челябинская область;7012
2024-09-01;Ханты-Мансийский автономный округ — Югра;6492
2024-09-01;Хабаровский край;4304
2024-09-01;Ульяновская область;3157
2024-09-01;Удмуртская Республика;2679
2024-09-01;Тюменская область;17094
2024-09-01;Тульская область;3263
2024-09-01;Томская область;2504
2024-09-01;Тверская область;2278
2024-09-01;Тамбовская область;1339
2024-09-01;Ставропольский край;4362
2024-09-01;Смоленская область;1559
2024-09-01;Севастополь;2437
2024-09-01;Свердловская область;11842
2024-09-01;Сахалинская область;1924
2024-09-01;Саратовская область;3691
2024-09-01;Санкт-Петербург;20104
2024-09-01;Самарская область;5400
2024-09-01;Рязанская область;2276
2024-09-01;Ростовская область;7906
2024-09-01;Республика Хакасия;1722
2024-09-01;Республика Тыва;584
2024-09-01;Республика Татарстан;7977
2024-09-01;Республика Северная Осетия — Алания;509
2024-09-01;Республика Саха (Якутия);2292
2024-09-01;Республика Мордовия;927
2024-09-01;Республика Марий Эл;1291
2024-09-01;Республика Крым;6794
2024-09-01;Республика Коми;2076
2024-09-01;Республика Карелия;830
2024-09-01;Республика Калмыкия;313
2024-09-01;Республика Дагестан;142
2024-09-01;Республика Бурятия;1974
2024-09-01;Республика Башкортостан;11276
2024-09-01;Республика Алтай;304
2024-09-01;Республика Адыгея;911
2024-09-01;Псковская область;665
2024-09-01;Приморский край;3189
2024-09-01;Пермский край;4974
2024-09-01;Пензенская область;2536
2024-09-01;Орловская область;1105
2024-09-01;Оренбургская область;3845
2024-09-01;Омская область;4424
2024-09-01;Новосибирская область;7972
2024-09-01;Новгородская область;826
2024-09-01;Нижегородская область;5379
2024-09-01;Мурманская область;1218
2024-09-01;Московская область;20850
2024-09-01;Москва;18534
2024-09-01;Магаданская область;349
2024-09-01;Липецкая область;1793
2024-09-01;Ленинградская область;7867
2024-09-01;Курская область;1302
2024-09-01;Курганская область;1519
2024-09-01;Красноярский край;9672
2024-09-01;Краснодарский край;30170
2024-09-01;Костромская область;1656
2024-09-01;Кировская область;1698
2024-09-01;Кемеровская область;7622
2024-09-01;Карачаево-Черкесская Республика;321
2024-09-01;Камчатский край;624
2024-09-01;Калужская область;4153
2024-09-01;Калининградская область;4657
2024-09-01;Кабардино-Балкарская Республика;370
2024-09-01;Иркутская область;4418
2024-09-01;Ивановская область;1737
2024-09-01;Забайкальский край;1718
2024-09-01;Еврейская автономная область;162
2024-09-01;Воронежская область;4326
2024-09-01;Вологодская область;2386
2024-09-01;Волгоградская область;4421
2024-09-01;Владимирская область;3460
2024-09-01;Брянская область;1694
2024-09-01;Белгородская область;4584
2024-09-01;Астраханская область;2299
2024-09-01;Архангельская область;2124
2024-09-01;Амурская область;2842
2024-09-01;Алтайский край;3150
2024-09-01;Россия;347272
2024-03-01;Республика Карелия;938
2022-03-01;Республика Марий Эл;1845
2023-03-01;Карачаево-Черкесская Республика;455
2024-07-01;Ленинградская область;8518
2022-08-01;Орловская область;1891
2024-04-01;Республика Дагестан;354
2022-02-01;Карачаево-Черкесская Республика;119
2023-05-01;Тамбовская область;1866
2022-05-01;Новосибирская область;19770
2024-04-01;Самарская область;5411
2023-11-01;Республика Алтай;240
2022-12-01;Республика Саха (Якутия);3583
2023-10-01;Рязанская область;2648
2022-03-01;Пензенская область;3424
2023-01-01;Севастополь;2211
2023-12-01;Камчатский край;560
2023-07-01;Костромская область;2647
2024-04-01;Республика Марий Эл;1266
2022-12-01;Ленинградская область;8834
2022-10-01;Ярославская область;4078
2023-08-01;Пензенская область;3021
2022-06-01;Приморский край;4266
2022-02-01;Волгоградская область;5797
2024-07-01;Республика Крым;6872
2023-05-01;Севастополь;1980
2022-02-01;Астраханская область;1659
2022-01-01;Кемеровская область;12102
2022-01-01;Республика Калмыкия;335
2022-11-01;Ханты-Мансийский автономный округ — Югра;9536
2023-12-01;Новгородская область;815
2023-09-01;Липецкая область;1772
2024-02-01;Пензенская область;2960
2023-06-01;Ульяновская область;3874
2025-02-01;Сахалинская область;1454
2025-02-01;Саратовская область;3285
2025-02-01;Санкт-Петербург;14096
2025-02-01;Самарская область;4388
2025-02-01;Рязанская область;1847
2025-02-01;Ростовская область;7330
2025-02-01;Республика Хакасия;1408
2025-02-01;Республика Тыва;498
2025-02-01;Республика Татарстан;5239
2025-02-01;Республика Северная Осетия — Алания;699
2025-02-01;Республика Саха (Якутия);1532
2025-02-01;Республика Мордовия;791
2025-02-01;Республика Марий Эл;1091
2025-02-01;Республика Крым;5603
2025-02-01;Республика Коми;1602
2025-02-01;Республика Карелия;710
2025-02-01;Республика Калмыкия;212
2025-02-01;Республика Дагестан;576
2025-02-01;Республика Бурятия;1831
2025-02-01;Республика Башкортостан;8226
2025-02-01;Республика Алтай;295
2025-02-01;Республика Адыгея;792
2025-02-01;Псковская область;610
2025-02-01;Приморский край;1517
2025-02-01;Пермский край;3928
2025-02-01;Пензенская область;2013
2025-02-01;Орловская область;1124
2025-02-01;Оренбургская область;2913
2025-02-01;Омская область;4178
2025-02-01;Новосибирская область;7248
2025-02-01;Новгородская область;607
2025-02-01;Нижегородская область;4088
2025-02-01;Мурманская область;1122
2025-02-01;Московская область;14492
2025-02-01;Москва;13194
2025-02-01;Магаданская область;308
2025-02-01;Липецкая область;1757
2025-02-01;Ленинградская область;5990
2025-02-01;Курская область;1737
2025-02-01;Курганская область;975
2025-02-01;Красноярский край;5246
2025-02-01;Краснодарский край;25310
2025-02-01;Костромская область;1183
2025-02-01;Кировская область;1440
2025-02-01;Кемеровская область;5442
2025-02-01;Карачаево-Черкесская Республика;265
2025-02-01;Камчатский край;563
2025-02-01;Калужская область;3348
2025-02-01;Калининградская область;3950
2025-02-01;Кабардино-Балкарская Республика;208
2025-02-01;Иркутская область;3222
2025-02-01;Ивановская область;1408
2025-02-01;Забайкальский край;1839
2025-02-01;Еврейская автономная область;111
2025-02-01;Воронежская область;3612
2025-02-01;Вологодская область;1844
2025-02-01;Волгоградская область;4333
2022-04-01;Красноярский край;12621
2023-03-01;Владимирская область;5023
2024-08-01;Чеченская Республика;290
2024-06-01;Ульяновская область;2602
2022-08-01;Республика Мордовия;1308
2022-05-01;Кемеровская область;8636
2024-07-01;Чувашская Республика;2469
2024-02-01;Оренбургская область;4091
2023-07-01;Тамбовская область;2161
2023-12-01;Пермский край;5152
2023-02-01;Республика Карелия;939
2023-12-01;Республика Хакасия;1568
2024-03-01;Ставропольский край;5696
2022-03-01;Ленинградская область;5541
2023-10-01;Воронежская область;6934
2024-07-01;Калининградская область;4982
2022-06-01;Республика Саха (Якутия);2923
2023-05-01;Республика Мордовия;1427
2024-05-01;Республика Крым;7722
2023-06-01;Белгородская область;5806
2022-06-01;Омская область;7887
2022-07-01;Республика Дагестан;1491
2022-11-01;Еврейская автономная область;188
2022-01-01;Санкт-Петербург;24876
2024-06-01;Иркутская область;4929
2023-04-01;Астраханская область;2273
2024-02-01;Калининградская область;6729
2022-09-01;Архангельская область;2868
2024-03-01;Костромская область;1783
2022-03-01;Калужская область;4597
2023-10-01;Кировская область;2022
2022-09-01;Магаданская область;319
2023-11-01;Смоленская область;2221
2024-07-01;Кемеровская область;8073
2024-02-01;Республика Северная Осетия — Алания;1424
2023-09-01;Сахалинская область;1848
2023-02-01;Кабардино-Балкарская Республика;1718
2022-06-01;Хабаровский край;7424
2024-06-01;Ставропольский край;4964
2024-02-01;Ставропольский край;5691
2022-04-01;Республика Тыва;491
2022-05-01;Алтайский край;5217
2023-10-01;Костромская область;2334
2022-07-01;Сахалинская область;1734
2024-04-01;Магаданская область;324
2024-04-01;Ярославская область;2830
2023-05-01;Тульская область;4278
2022-06-01;Республика Карелия;1072
2024-05-01;Тамбовская область;1529
2023-08-01;Оренбургская область;4486
2023-05-01;Ставропольский край;11858
2023-03-01;Челябинская область;8957
2024-05-01;Ямало-Ненецкий автономный округ;1797
2022-08-01;Калужская область;5948
2022-03-01;Еврейская автономная область;230
2023-05-01;Краснодарский край;45259
2022-01-01;Волгоградская область;6590
2022-04-01;Республика Северная Осетия — Алания;921
2022-05-01;Магаданская область;256
2024-08-01;Иркутская область;4504
2024-05-01;Ростовская область;10019
2024-06-01;Свердловская область;12589
2022-08-01;Брянская область;2557
2024-06-01;Магаданская область;325
2022-04-01;Калининградская область;6904
2022-09-01;Смоленская область;2549
2023-11-01;Республика Башкортостан;10726
2022-09-01;Липецкая область;2223
2022-08-01;Республика Дагестан;1695
2024-06-01;Республика Крым;7544
2024-05-01;Саратовская область;3906
2022-07-01;Иркутская область;9060
2022-10-01;Костромская область;2861
2024-07-01;Республика Дагестан;151
2022-10-01;Тамбовская область;1608
2023-06-01;Еврейская автономная область;214
2023-08-01;Республика Северная Осетия — Алания;1342
2024-01-01;Республика Коми;2278
2024-07-01;Смоленская область;1502
2022-09-01;Чеченская Республика;701
2022-08-01;Москва;54541
2023-09-01;Тульская область;3578
2023-11-01;Томская область;3405
2024-01-01;Курская область;1101
2022-04-01;Севастополь;1980
2022-01-01;Республика Башкортостан;15696
2023-08-01;Ростовская область;18619
2023-04-01;Тульская область;4418
2024-07-01;Орловская область;1136
2023-08-01;Республика Алтай;246
2022-08-01;Республика Крым;5007
2022-06-01;Ульяновская область;4359
2022-07-01;Вологодская область;3965
2023-06-01;Краснодарский край;48301
2023-04-01;Воронежская область;11159
2022-01-01;Брянская область;1943
2023-04-01;Псковская область;959
2024-04-01;Забайкальский край;1891
2024-06-01;Омская область;4616
2022-10-01;Брянская область;2655
2023-10-01;Калужская область;4923
2022-10-01;Республика Карелия;1174
2022-04-01;Ростовская область;17676
2023-04-01;Челябинская область;8979
2022-12-01;Волгоградская область;5396
2023-01-01;Липецкая область;1882
2023-06-01;Республика Хакасия;2698
2022-11-01;Архангельская область;2626
2023-12-01;Белгородская область;3660
2024-02-01;Республика Марий Эл;1209
2023-02-01;Хабаровский край;4164
2023-08-01;Свердловская область;12537
2024-07-01;Тверская область;2332
2022-12-01;Республика Хакасия;2612
2024-05-01;Воронежская область;5035
2024-07-01;Калужская область;4392
2022-10-01;Нижегородская область;8598
2022-12-01;Липецкая область;2034
2023-06-01;Республика Коми;2291
2024-04-01;Алтайский край;2971
2023-11-01;Пензенская область;3010
2024-06-01;Орловская область;1147
2024-07-01;Еврейская автономная область;166
2022-01-01;Курская область;1786
2024-05-01;Санкт-Петербург;22840
2023-07-01;Республика Хакасия;2734
2024-08-01;Республика Крым;6935
2024-07-01;Самарская область;5346
2023-04-01;Омская область;6423
2024-04-01;Удмуртская Республика;2718
2023-01-01;Республика Северная Осетия — Алания;1223
2022-12-01;Хабаровский край;3967
2022-02-01;Хабаровский край;6144
2023-10-01;Ямало-Ненецкий автономный округ;1300
2023-10-01;Саратовская область;5246
2022-05-01;Пермский край;6247
2023-10-01;Ярославская область;3753
2024-01-01;Волгоградская область;4827
2024-07-01;Сахалинская область;2019
2024-04-01;Чеченская Республика;277
2022-07-01;Забайкальский край;2667
2023-03-01;Самарская область;8375
2022-02-01;Республика Башкортостан;14224
2022-06-01;Пензенская область;3793
2024-07-01;Псковская область;696
2024-01-01;Удмуртская Республика;2645
2022-02-01;Вологодская область;3668
2022-11-01;Брянская область;2753
2022-12-01;Ханты-Мансийский автономный округ — Югра;7949
2023-06-01;Оренбургская область;4796
2022-04-01;Московская область;24811
2023-07-01;Челябинская область;8156
2022-02-01;Магаданская область;277
2023-04-01;Ярославская область;4300
2023-03-01;Ленинградская область;10087
2023-04-01;Республика Коми;2482
2022-07-01;Саратовская область;8105
2022-08-01;Сахалинская область;2044
2023-09-01;Орловская область;1346
2022-12-01;Белгородская область;7077
2022-09-01;Воронежская область;9525
2023-12-01;Республика Карелия;771
2022-07-01;Тюменская область;15719
2024-02-01;Брянская область;2269
2022-11-01;Приморский край;4055
2022-07-01;Республика Хакасия;2538
2024-04-01;Камчатский край;505
2022-11-01;Иркутская область;8524
2023-04-01;Костромская область;2867
2024-04-01;Ставропольский край;5287
2023-04-01;Чеченская Республика;600
2022-12-01;Кемеровская область;6938
2022-03-01;Ямало-Ненецкий автономный округ;1381
2022-12-01;Брянская область;2544
2024-04-01;Республика Татарстан;8561
2022-08-01;Республика Бурятия;2297
2024-07-01;Москва;19016
2022-03-01;Омская область;5044
2022-06-01;Республика Хакасия;1889
2022-11-01;Забайкальский край;3339
2023-09-01;Карачаево-Черкесская Республика;488
2023-01-01;Санкт-Петербург;24927
2022-12-01;Псковская область;822
2023-07-01;Республика Дагестан;1767
2024-02-01;Республика Алтай;252
2022-10-01;Республика Северная Осетия — Алания;1331
2023-08-01;Сахалинская область;1994
2022-12-01;Московская область;35603
2024-03-01;Смоленская область;1936
2022-07-01;Тамбовская область;1612
2024-06-01;Забайкальский край;1860
2022-08-01;Красноярский край;12021
2024-02-01;Томская область;4075
2022-04-01;Оренбургская область;5243
2023-05-01;Санкт-Петербург;27149
2022-04-01;Астраханская область;1428
2023-03-01;Еврейская автономная область;243
2023-06-01;Липецкая область;2143
2022-03-01;Смоленская область;1878
2022-06-01;Курская область;2346
2022-07-01;Орловская область;1696
2023-06-01;Псковская область;925
2022-04-01;Липецкая область;1900
2022-07-01;Республика Марий Эл;2181
2024-11-01;Республика Северная Осетия — Алания;835
2024-11-01;Республика Саха (Якутия);2020
2024-11-01;Республика Мордовия;906
2024-11-01;Республика Марий Эл;1237
2024-11-01;Республика Крым;7169
2024-11-01;Республика Коми;2360
2024-11-01;Республика Карелия;752
2024-11-01;Республика Калмыкия;231
2024-11-01;Республика Дагестан;531
2024-11-01;Республика Бурятия;1840
2024-11-01;Республика Башкортостан;9736
2024-11-01;Республика Алтай;328
2024-11-01;Республика Адыгея;1118
2024-11-01;Псковская область;688
2024-11-01;Приморский край;3220
2024-11-01;Пермский край;4828
2024-11-01;Пензенская область;2625
2024-11-01;Орловская область;1102
2024-11-01;Оренбургская область;3198
2024-11-01;Омская область;4177
2024-11-01;Новосибирская область;6770
2024-11-01;Новгородская область;722
2024-11-01;Нижегородская область;4825
2024-11-01;Мурманская область;1309
2024-11-01;Московская область;19237
2024-11-01;Москва;18724
2024-11-01;Магаданская область;395
2024-11-01;Липецкая область;1640
2024-11-01;Ленинградская область;7553
2024-11-01;Курская область;1385
2024-11-01;Курганская область;1234
2024-11-01;Красноярский край;9084
2024-11-01;Краснодарский край;32298
2024-11-01;Костромская область;1821
2024-11-01;Кировская область;1709
2024-11-01;Кемеровская область;7339
2024-11-01;Карачаево-Черкесская Республика;299
2024-11-01;Камчатский край;696
2024-11-01;Калужская область;4604
2024-11-01;Калининградская область;4431
2024-11-01;Кабардино-Балкарская Республика;724
2024-11-01;Иркутская область;3775
2024-11-01;Ивановская область;1501
2024-11-01;Забайкальский край;1650
2024-11-01;Еврейская автономная область;131
2024-11-01;Воронежская область;4007
2024-11-01;Вологодская область;2208
2024-11-01;Волгоградская область;4183
2024-11-01;Владимирская область;3218
2024-11-01;Брянская область;1747
2024-11-01;Белгородская область;4392
2024-11-01;Астраханская область;1989
2024-11-01;Архангельская область;2104
2024-11-01;Амурская область;2489
2024-11-01;Алтайский край;2702
2023-10-01;Челябинская область;7464
2024-05-01;Чеченская Республика;335
2024-05-01;Омская область;4547
2022-02-01;Республика Марий Эл;1939
2023-12-01;Ханты-Мансийский автономный округ — Югра;5642
2022-04-01;Тверская область;3537
2022-04-01;Псковская область;654
2022-12-01;Алтайский край;3782
2024-03-01;Алтайский край;3172
2024-01-01;Чеченская Республика;344
2022-08-01;Новгородская область;1133
2023-12-01;Костромская область;2139
2024-05-01;Нижегородская область;5539
2022-02-01;Камчатский край;703
2023-06-01;Республика Калмыкия;627
2024-03-01;Приморский край;3042
2022-10-01;Амурская область;3308
2024-03-01;Курганская область;1481
2024-05-01;Смоленская область;1484
2023-07-01;Камчатский край;547
2023-11-01;Республика Северная Осетия — Алания;1193
2022-11-01;Смоленская область;2526
2023-02-01;Чеченская Республика;622
2023-06-01;Ивановская область;2743
2024-08-01;Свердловская область;11667
2024-07-01;Ивановская область;1990
2022-09-01;Кемеровская область;8924
2022-11-01;Ямало-Ненецкий автономный округ;1722
2022-05-01;Ленинградская область;7823
2024-06-01;Ярославская область;2790
2022-03-01;Республика Северная Осетия — Алания;845
2024-07-01;Тамбовская область;1537
2022-02-01;Псковская область;701
2024-03-01;Республика Крым;6308
2023-11-01;Липецкая область;1582
2022-11-01;Орловская область;1698
2022-07-01;Новгородская область;1101
2024-07-01;Ульяновская область;2680
2024-06-01;Брянская область;1815
2022-12-01;Иркутская область;7040
2023-02-01;Республика Адыгея;2150
2022-02-01;Омская область;5782
2024-05-01;Костромская область;2144
2022-08-01;Забайкальский край;2843
2024-07-01;Республика Коми;2214
2022-01-01;Воронежская область;8202
2024-01-01;Вологодская область;2689
2022-11-01;Республика Дагестан;1906
2022-05-01;Свердловская область;15269
2022-03-01;Республика Алтай;275
2023-08-01;Калининградская область;6760
2022-09-01;Тульская область;4304
2022-06-01;Республика Бурятия;2066
2024-04-01;Оренбургская область;3658
2022-04-01;Тульская область;3635
2022-12-01;Калининградская область;8548
2022-05-01;Томская область;5213
2023-05-01;Ульяновская область;4084
2022-01-01;Вологодская область;3422
2024-05-01;Оренбургская область;3799
2022-08-01;Тамбовская область;1637
2022-06-01;Свердловская область;15459
2024-05-01;Иркутская область;4843
2022-06-01;Ставропольский край;9992
2024-04-01;Севастополь;2088
2023-09-01;Тамбовская область;1575
2022-06-01;Липецкая область;2340
2023-11-01;Саратовская область;5313
2022-04-01;Забайкальский край;2137
2023-04-01;Новосибирская область;8427
2022-11-01;Республика Северная Осетия — Алания;1230
2024-08-01;Республика Дагестан;149
2024-06-01;Ростовская область;9818
2023-03-01;Брянская область;2693
2023-05-01;Волгоградская область;6152
2022-04-01;Кировская область;3038
2023-04-01;Пензенская область;4430
2022-08-01;Самарская область;8736
2022-07-01;Чеченская Республика;934
2023-04-01;Архангельская область;2646
2023-08-01;Смоленская область;2173
2023-01-01;Приморский край;3255
2023-06-01;Чукотский автономный округ;73
2024-08-01;Архангельская область;2139
2023-12-01;Архангельская область;2135
2024-07-01;Ямало-Ненецкий автономный округ;1719
2022-01-01;Хабаровский край;8352
2023-10-01;Магаданская область;279
2022-01-01;Тамбовская область;1273
2023-07-01;Карачаево-Черкесская Республика;419
2024-07-01;Воронежская область;4877
2023-11-01;Республика Татарстан;9370
2022-09-01;Ростовская область;21418
2022-04-01;Саратовская область;7854
2023-12-01;Курганская область;1248
2024-01-01;Орловская область;912
2022-04-01;Томская область;5099
2024-02-01;Ханты-Мансийский автономный округ — Югра;6181
2024-02-01;Новгородская область;926
2022-08-01;Рязанская область;2767
2024-05-01;Республика Алтай;342
2022-01-01;Новгородская область;1143
2022-03-01;Курская область;1671
2022-01-01;Рязанская область;2454
2024-07-01;Астраханская область;2244
2023-09-01;Удмуртская Республика;3066
2024-08-01;Мурманская область;990
2022-09-01;Костромская область;2986
2023-07-01;Волгоградская область;5579
2022-02-01;Чеченская Республика;548
2023-11-01;Калининградская область;7159
2023-06-01;Республика Бурятия;2001
2024-04-01;Вологодская область;2003
2023-04-01;Новгородская область;1083
2022-09-01;Севастополь;2963
2022-06-01;Белгородская область;5367
2022-04-01;Воронежская область;8207
2023-02-01;Курганская область;1681
2023-03-01;Свердловская область;14379
2024-03-01;Карачаево-Черкесская Республика;690
2023-07-01;Республика Калмыкия;645
2024-02-01;Нижегородская область;7079
2022-11-01;Пензенская область;3996
2022-11-01;Саратовская область;8467
2024-04-01;Смоленская область;1489
2024-07-01;Пензенская область;3033
2023-10-01;Хабаровский край;3983
2023-01-01;Еврейская автономная область;180
2022-05-01;Республика Крым;4287
2022-11-01;Томская область;6369
2023-10-01;Алтайский край;3500
2023-08-01;Ставропольский край;10385
2022-09-01;Пермский край;7037
2023-08-01;Тульская область;3709
2022-02-01;Республика Коми;4007
2022-08-01;Еврейская автономная область;217
2024-03-01;Кабардино-Балкарская Республика;1744
2023-09-01;Новосибирская область;7362
2022-11-01;Москва;46094
2023-04-01;Ханты-Мансийский автономный округ — Югра;9562
2023-03-01;Кировская область;2570
2023-09-01;Ленинградская область;8643
2022-03-01;Республика Адыгея;2430
2023-03-01;Республика Татарстан;14068
2024-01-01;Рязанская область;2571
2024-07-01;Пермский край;4980
2022-04-01;Ханты-Мансийский автономный округ — Югра;9023
2022-01-01;Чеченская Республика;460
2024-02-01;Владимирская область;4176
2023-06-01;Томская область;4356
2022-08-01;Кировская область;4114
2023-08-01;Кировская область;2087
2022-07-01;Псковская область;959
2022-07-01;Самарская область;8599
2024-06-01;Кировская область;2092
2024-06-01;Челябинская область;7114
2024-04-01;Ямало-Ненецкий автономный округ;1621
2022-05-01;Республика Калмыкия;386
2024-07-01;Республика Саха (Якутия);2345
2022-01-01;Астраханская область;1576
2024-07-01;Красноярский край;9358
2023-05-01;Республика Тыва;1090
2024-01-01;Тульская область;3546
2024-08-01;Республика Саха (Якутия);2330
2022-06-01;Алтайский край;5879
2022-06-01;Архангельская область;3376
2023-03-01;Чувашская Республика;3169
2022-03-01;Приморский край;2966
2022-12-01;Республика Мордовия;1289
2023-03-01;Ставропольский край;10943
2024-05-01;Хабаровский край;4568
2022-12-01;Орловская область;1516
2024-02-01;Рязанская область;2583
2022-10-01;Республика Мордовия;1396
2022-05-01;Пензенская область;3930
2023-01-01;Ивановская область;2031
2024-06-01;Удмуртская Республика;3019
2022-04-01;Республика Алтай;271
2024-03-01;Республика Бурятия;1610
2024-08-01;Республика Коми;2085
2022-03-01;Челябинская область;9463
2023-07-01;Томская область;4408
2024-08-01;Кировская область;1770
2022-07-01;Республика Коми;2896
2024-04-01;Республика Мордовия;923
2023-08-01;Чеченская Республика;303
2024-08-01;Республика Татарстан;7810
2022-08-01;Саратовская область;8673
2024-07-01;Вологодская область;2419
2024-06-01;Курганская область;1443
2023-12-01;Оренбургская область;3865
2023-08-01;Республика Хакасия;2469
2024-01-01;Оренбургская область;3970
2023-01-01;Республика Марий Эл;1737
2022-03-01;Республика Дагестан;1964
2022-07-01;Тверская область;3982
2022-08-01;Вологодская область;3963
2023-02-01;Кемеровская область;6681
2022-06-01;Калужская область;5571
2022-10-01;Пензенская область;4115
2023-03-01;Республика Адыгея;2544
2022-02-01;Республика Мордовия;1470
2022-05-01;Республика Адыгея;3171
2023-12-01;Рязанская область;2677
2022-08-01;Республика Коми;2963
2022-07-01;Новосибирская область;21058
2022-06-01;Орловская область;1606
2022-07-01;Республика Калмыкия;532
2022-07-01;Удмуртская Республика;5573
2022-10-01;Республика Дагестан;1833
2023-09-01;Воронежская область;7030
2022-12-01;Мурманская область;1552
2023-05-01;Республика Адыгея;2968
2023-10-01;Чукотский автономный округ;57
2024-06-01;Новосибирская область;9502
2022-06-01;Псковская область;921
2024-06-01;Тамбовская область;1523
2023-10-01;Брянская область;2325
2023-01-01;Республика Алтай;300
2022-05-01;Еврейская автономная область;221
2024-02-01;Свердловская область;12588
2022-01-01;Республика Тыва;537
2022-12-01;Республика Бурятия;2019
2023-08-01;Алтайский край;3543
2023-09-01;Забайкальский край;2328
2022-10-01;Ямало-Ненецкий автономный округ;1704
2024-01-01;Еврейская автономная область;158
2022-07-01;Курганская область;2029
2022-07-01;Ставропольский край;10969
2022-02-01;Чувашская Республика;3488
2024-02-01;Кемеровская область;6658
2022-06-01;Саратовская область;8711
2023-05-01;Владимирская область;4904
2023-11-01;Новосибирская область;8043
2023-04-01;Рязанская область;2866
2022-09-01;Чукотский автономный округ;54
2023-10-01;Камчатский край;547
2023-04-01;Пермский край;6093
2022-02-01;Курганская область;1768
2023-10-01;Владимирская область;4103
2022-07-01;Краснодарский край;45875
2022-08-01;Магаданская область;293
2022-04-01;Республика Коми;3247
2023-06-01;Вологодская область;3718
2023-11-01;Ивановская область;2414
2022-06-01;Республика Алтай;291
2022-01-01;Смоленская область;2140
2023-11-01;Республика Мордовия;1003
2022-09-01;Республика Бурятия;2349
2023-02-01;Забайкальский край;2351
2024-04-01;Республика Коми;2243
2022-01-01;Челябинская область;12170
2024-07-01;Санкт-Петербург;22110
2022-09-01;Челябинская область;11986
2023-03-01;Кабардино-Балкарская Республика;1958
2023-12-01;Ямало-Ненецкий автономный округ;1276
2022-11-01;Санкт-Петербург;29738
2023-11-01;Челябинская область;7750
2023-05-01;Еврейская автономная область;241
2023-01-01;Орловская область;1562
2022-05-01;Волгоградская область;5071
2024-01-01;Карачаево-Черкесская Республика;442
2024-05-01;Липецкая область;1694
2022-05-01;Смоленская область;2157
2022-04-01;Республика Мордовия;1097
2023-05-01;Пензенская область;4240
2022-08-01;Мурманская область;2223
2023-08-01;Республика Марий Эл;1293
2022-10-01;Курская область;2423
2022-08-01;Ленинградская область;9412
2023-09-01;Севастополь;1844
2022-03-01;Астраханская область;1421
2022-05-01;Москва;40588
2022-09-01;Республика Коми;3158
2022-09-01;Республика Крым;5366
2023-10-01;Астраханская область;1975
2022-07-01;Республика Адыгея;2574
2023-07-01;Республика Северная Осетия — Алания;1503
2024-07-01;Свердловская область;12333
2023-01-01;Кабардино-Балкарская Республика;1609
2023-10-01;Чувашская Республика;2395
2023-06-01;Калужская область;4774
2024-02-01;Московская область;23025
2024-07-01;Карачаево-Черкесская Республика;299
2022-11-01;Республика Крым;5132
2024-07-01;Новосибирская область;8114
2022-03-01;Удмуртская Республика;4008
2022-05-01;Красноярский край;12925
2024-02-01;Севастополь;1930
2023-12-01;Смоленская область;2018
2022-11-01;Кабардино-Балкарская Республика;1816
2023-07-01;Республика Адыгея;2657
2024-01-01;Республика Крым;5995
2022-02-01;Республика Татарстан;11521
2022-04-01;Пермский край;5902
2023-07-01;Приморский край;3589
2023-07-01;Ямало-Ненецкий автономный округ;1316
2024-06-01;Чувашская Республика;2353
2023-10-01;Белгородская область;4733
2022-03-01;Магаданская область;224
2023-08-01;Республика Дагестан;1607
2022-10-01;Новгородская область;1098
2024-05-01;Сахалинская область;2083
2023-09-01;Архангельская область;2306
2022-03-01;Костромская область;2052
2023-12-01;Республика Башкортостан;9748
2024-03-01;Иркутская область;4648
2024-05-01;Москва;21675
2024-01-01;Липецкая область;1424
2022-09-01;Республика Карелия;1151
2023-10-01;Республика Марий Эл;1263
2022-07-01;Еврейская автономная область;205
2023-12-01;Чеченская Республика;352
2024-02-01;Республика Дагестан;1309
2022-03-01;Республика Карелия;715
2022-12-01;Чукотский автономный округ;40
2022-10-01;Воронежская область;9114
2023-06-01;Камчатский край;622
2022-01-01;Красноярский край;14076
2022-01-01;Саратовская область;7870
2024-06-01;Республика Алтай;314
