date;region;value
2022-01-01;Чувашская Республика;3356
2022-03-01;Ивановская область;1722
2024-03-01;Республика Алтай;303
2023-12-01;Воронежская область;4981
2023-12-01;Нижегородская область;6618
2023-10-01;Ленинградская область;8981
2023-05-01;Ивановская область;2696
2022-09-01;Санкт-Петербург;28048
2024-01-01;Кемеровская область;6719
2023-03-01;Орловская область;1719
2023-04-01;Республика Марий Эл;1882
2023-06-01;Смоленская область;2386
2024-06-01;Республика Дагестан;237
2023-11-01;Республика Карелия;865
2022-03-01;Белгородская область;4943
2023-08-01;Астраханская область;2169
2023-05-01;Астраханская область;2310
2023-06-01;Свердловская область;14045
2024-04-01;Курганская область;1413
2023-10-01;Республика Алтай;225
2022-07-01;Республика Крым;4952
2023-05-01;Республика Саха (Якутия);2707
2022-02-01;Саратовская область;8729
2023-07-01;Архангельская область;2314
2024-04-01;Челябинская область;6815
2024-05-01;Ярославская область;2912
2022-01-01;Псковская область;669
2024-04-01;Ивановская область;2033
2023-04-01;Республика Калмыкия;558
2022-10-01;Магаданская область;298
2022-07-01;Красноярский край;12047
2022-10-01;Республика Коми;2903
2023-03-01;Новосибирская область;8338
2023-07-01;Свердловская область;13308
2023-02-01;Архангельская область;2220
2023-04-01;Липецкая область;2229
2023-10-01;Тамбовская область;1603
2024-01-01;Пензенская область;2885
2023-06-01;Республика Мордовия;1325
2023-11-01;Тамбовская область;1496
2023-11-01;Алтайский край;3428
2024-04-01;Новгородская область;836
2023-04-01;Краснодарский край;45871
2022-01-01;Калининградская область;6442
2022-05-01;Ульяновская область;2983
2024-04-01;Хабаровский край;4154
2024-01-01;Республика Адыгея;3125
2022-08-01;Республика Калмыкия;599
2022-11-01;Рязанская область;2638
2023-08-01;Курская область;1646
2023-09-01;Республика Татарстан;9628
2024-08-01;Курская область;1358
2022-03-01;Архангельская область;2429
2023-09-01;Москва;21070
2023-11-01;Новгородская область;922
2023-04-01;Томская область;5364
2024-07-01;Волгоградская область;4483
2022-02-01;Республика Адыгея;2417
2024-04-01;Свердловская область;12497
2024-04-01;Брянская область;1907
2022-12-01;Республика Башкортостан;11936
2024-01-01;Челябинская область;7235
2023-03-01;Иркутская область;7391
2022-02-01;Липецкая область;1833
2022-02-01;Курская область;1802
2022-05-01;Республика Саха (Якутия);3002
2023-08-01;Мурманская область;1002
2022-08-01;Псковская область;1191
2023-08-01;Воронежская область;7195
2023-07-01;Алтайский край;3799
2023-07-01;Республика Крым;4934
2022-07-01;Липецкая область;2364
2023-10-01;Ростовская область;20089
2024-01-01;Республика Бурятия;1475
2024-03-01;Удмуртская Республика;2720
2022-08-01;Камчатский край;841
2023-09-01;Оренбургская область;4323
2023-07-01;Нижегородская область;8376
2024-01-01;Республика Северная Осетия — Алания;1323
2022-01-01;Самарская область;9281
2023-04-01;Белгородская область;6859
2023-11-01;Кабардино-Балкарская Республика;1747
2024-01-01;Ленинградская область;9079
2022-02-01;Тамбовская область;1315
2022-09-01;Владимирская область;5063
2022-07-01;Калининградская область;7932
2024-02-01;Республика Башкортостан;10702
2022-03-01;Калининградская область;5578
2022-07-01;Республика Татарстан;17640
2023-11-01;Ленинградская область;9041
2023-01-01;Республика Мордовия;1165
2022-06-01;Кабардино-Балкарская Республика;1299
2024-04-01;Костромская область;1630
2023-05-01;Республика Алтай;299
2022-07-01;Карачаево-Черкесская Республика;459
2022-11-01;Ростовская область;22564
2024-03-01;Чеченская Республика;412
2023-07-01;Калужская область;4797
2024-06-01;Республика Бурятия;1699
2022-12-01;Самарская область;6544
2022-06-01;Волгоградская область;6674
2022-10-01;Челябинская область;10540
2022-03-01;Москва;31969
2023-06-01;Ставропольский край;11163
2022-09-01;Ульяновская область;3657
2023-02-01;Тюменская область;16246
2024-05-01;Республика Северная Осетия — Алания;486
2024-06-01;Томская область;2566
2022-02-01;Брянская область;2061
2022-05-01;Воронежская область;8369
2023-11-01;Волгоградская область;5117
2022-04-01;Смоленская область;2020
2024-06-01;Пермский край;5465
2023-12-01;Челябинская область;6743
2022-04-01;Вологодская область;3312
2022-05-01;Республика Коми;3090
2023-03-01;Калининградская область;7577
2024-01-01;Тюменская область;12972
2023-08-01;Курганская область;1379
2024-04-01;Тверская область;2502
2023-10-01;Новосибирская область;7370
2022-02-01;Тюменская область;20718
2022-12-01;Воронежская область;9160
2024-08-01;Республика Бурятия;1729
2022-12-01;Архангельская область;2221
2022-03-01;Севастополь;1743
2023-01-01;Оренбургская область;5229
2022-03-01;Ставропольский край;8757
2024-01-01;Новгородская область;811
2022-04-01;Республика Карелия;765
2024-04-01;Ульяновская область;2881
2024-02-01;Курганская область;1397
2023-10-01;Тюменская область;13636
2022-06-01;Камчатский край;739
2022-02-01;Томская область;5772
2023-08-01;Ярославская область;3792
2022-07-01;Рязанская область;2914
2024-01-01;Тверская область;2797
2023-01-01;Камчатский край;719
2023-11-01;Курганская область;1392
2023-09-01;Республика Саха (Якутия);2400
2022-12-01;Владимирская область;4572
2023-09-01;Новгородская область;891
2024-02-01;Москва;21117
2022-06-01;Республика Мордовия;1389
2022-02-01;Кабардино-Балкарская Республика;1055
2022-04-01;Калужская область;4651
2023-09-01;Ростовская область;18452
2023-10-01;Волгоградская область;5050
2024-05-01;Курганская область;1523
2023-02-01;Омская область;5647
2024-08-01;Тюменская область;18482
2024-02-01;Волгоградская область;4839
2022-12-01;Калужская область;5144
2022-01-01;Ульяновская область;3920
2023-05-01;Кабардино-Балкарская Республика;2272
2023-01-01;Республика Коми;2382
2023-08-01;Тверская область;3071
2024-02-01;Липецкая область;1522
2022-03-01;Брянская область;1876
2024-04-01;Республика Саха (Якутия);2080
2022-05-01;Республика Северная Осетия — Алания;2135
2024-04-01;Калужская область;4664
2022-12-01;Камчатский край;704
2022-02-01;Республика Северная Осетия — Алания;919
2022-07-01;Пермский край;7736
2023-06-01;Приморский край;3781
2023-10-01;Республика Дагестан;1462
2022-08-01;Амурская область;3125
2023-10-01;Забайкальский край;2191
2022-06-01;Севастополь;2379
2022-04-01;Приморский край;3098
2024-06-01;Рязанская область;2261
2023-12-01;Брянская область;2075
2024-05-01;Севастополь;2289
2022-12-01;Саратовская область;7432
2023-04-01;Тюменская область;18445
2023-02-01;Удмуртская Республика;3819
2024-03-01;Санкт-Петербург;22761
2023-12-01;Севастополь;2100
2023-01-01;Забайкальский край;2475
2022-08-01;Республика Татарстан;16769
2023-09-01;Республика Калмыкия;522
2023-10-01;Вологодская область;2661
2022-09-01;Республика Марий Эл;1953
2022-07-01;Москва;54138
2022-11-01;Алтайский край;4501
2022-04-01;Волгоградская область;5003
2023-09-01;Приморский край;3369
2022-08-01;Удмуртская Республика;6320
2023-03-01;Хабаровский край;4573
2023-02-01;Пермский край;5517
2022-03-01;Тамбовская область;1071
2024-04-01;Кировская область;2005
2024-03-01;Калужская область;4369
2022-02-01;Республика Саха (Якутия);3105
2022-11-01;Карачаево-Черкесская Республика;516
2022-01-01;Камчатский край;642
2023-05-01;Самарская область;7475
2023-03-01;Сахалинская область;2317
2022-02-01;Ямало-Ненецкий автономный округ;1626
2022-12-01;Пермский край;5286
2022-08-01;Республика Хакасия;2587
2024-08-01;Вологодская область;2428
2022-05-01;Рязанская область;2577
2022-05-01;Камчатский край;686
2022-10-01;Кировская область;3492
2022-05-01;Республика Тыва;497
2022-04-01;Республика Крым;3685
2024-08-01;Москва;17322
2023-09-01;Ставропольский край;9745
2024-03-01;Белгородская область;3750
2022-02-01;Нижегородская область;6822
2023-01-01;Москва;38409
2024-01-01;Самарская область;5344
2024-03-01;Мурманская область;1130
2022-08-01;Республика Башкортостан;15489
2022-11-01;Республика Коми;2793
2023-11-01;Пермский край;5698
2023-09-01;Владимирская область;4044
2022-10-01;Ивановская область;2499
2023-03-01;Краснодарский край;43879
2023-01-01;Магаданская область;230
2023-06-01;Курганская область;1536
2022-06-01;Тульская область;4667
2022-01-01;Еврейская автономная область;264
2023-12-01;Пензенская область;2616
2022-08-01;Тульская область;5007
2022-02-01;Кемеровская область;8287
2024-01-01;Республика Мордовия;879
2022-01-01;Карачаево-Черкесская Республика;127
2022-09-01;Курганская область;2075
2022-05-01;Республика Алтай;318
2022-10-01;Севастополь;2759
2022-08-01;Воронежская область;9279
2024-08-01;Орловская область;1103
2023-02-01;Алтайский край;4123
2024-07-01;Республика Башкортостан;11222
2023-08-01;Ямало-Ненецкий автономный округ;1240
2024-02-01;Омская область;4024
2024-03-01;Ямало-Ненецкий автономный округ;1642
2023-04-01;Кабардино-Балкарская Республика;2153
2022-07-01;Владимирская область;5408
2022-06-01;Забайкальский край;2442
2024-06-01;Чукотский автономный округ;132
2024-08-01;Алтайский край;3021
2023-06-01;Нижегородская область;9160
2023-10-01;Красноярский край;8588
2022-02-01;Ставропольский край;9262
2022-03-01;Рязанская область;1871
2022-10-01;Ставропольский край;10722
2023-06-01;Кемеровская область;6898
2024-05-01;Республика Калмыкия;447
2023-01-01;Ямало-Ненецкий автономный округ;1485
2022-02-01;Ивановская область;2051
2022-01-01;Белгородская область;4663
2022-10-01;Республика Башкортостан;14359
2023-06-01;Санкт-Петербург;25236
2023-07-01;Удмуртская Республика;3121
2022-01-01;Кабардино-Балкарская Республика;942
2022-11-01;Свердловская область;14370
2023-09-01;Ямало-Ненецкий автономный округ;1286
2022-10-01;Республика Тыва;842
2023-02-01;Смоленская область;2216
2022-06-01;Иркутская область;8700
2023-03-01;Красноярский край;10922
2022-09-01;Омская область;6641
2023-03-01;Тюменская область;15187
2023-03-01;Санкт-Петербург;28838
2024-02-01;Еврейская автономная область;174
2023-08-01;Костромская область;2503
2022-04-01;Удмуртская Республика;3866
2022-06-01;Республика Адыгея;2915
2023-02-01;Приморский край;3067
2023-07-01;Чеченская Республика;369
2022-04-01;Чувашская Республика;3235
2022-02-01;Краснодарский край;67876
2022-04-01;Магаданская область;251
2022-09-01;Ярославская область;4292
2024-01-01;Ставропольский край;5549
2023-01-01;Нижегородская область;7898
2024-04-01;Пермский край;5540
2022-01-01;Ярославская область;4700
2023-08-01;Кабардино-Балкарская Республика;1731
2022-04-01;Новгородская область;948
2022-06-01;Ямало-Ненецкий автономный округ;1720
2022-10-01;Еврейская автономная область;213
2023-06-01;Курская область;1818
2023-05-01;Томская область;4532
2022-07-01;Тульская область;4737
2023-06-01;Ленинградская область;10017
2022-08-01;Ростовская область;21196
2022-12-01;Удмуртская Республика;4016
2024-04-01;Санкт-Петербург;22855
2023-04-01;Удмуртская Республика;4470
2024-08-01;Самарская область;5119
2022-06-01;Республика Марий Эл;2305
2022-06-01;Нижегородская область;8388
2024-01-01;Приморский край;2876
2024-05-01;Чувашская Республика;2491
2022-06-01;Московская область;32078
2024-03-01;Чукотский автономный округ;107
2022-07-01;Камчатский край;788
2024-08-01;Камчатский край;545
2024-01-01;Республика Саха (Якутия);2222
2022-05-01;Тюменская область;17945
2022-03-01;Республика Башкортостан;12168
2023-11-01;Кемеровская область;6971
2023-06-01;Тюменская область;16151
2022-09-01;Белгородская область;6959
2022-01-01;Курганская область;1959
2024-03-01;Республика Северная Осетия — Алания;1564
2023-10-01;Приморский край;3302
2024-08-01;Республика Башкортостан;10871
2023-01-01;Ярославская область;3696
2023-04-01;Тамбовская область;1898
2024-05-01;Калужская область;4673
2024-03-01;Пензенская область;3161
2022-09-01;Республика Алтай;333
2023-03-01;Чукотский автономный округ;53
2022-02-01;Ленинградская область;6431
2023-01-01;Ханты-Мансийский автономный округ — Югра;7541
2023-03-01;Вологодская область;3953
2023-11-01;Костромская область;2377
2022-03-01;Республика Хакасия;2023
2022-10-01;Калининградская область;9322
2023-09-01;Курская область;1634
2023-05-01;Брянская область;2650
2023-02-01;Республика Калмыкия;483
2022-02-01;Орловская область;1309
2022-05-01;Орловская область;1565
2023-01-01;Воронежская область;10154
2022-02-01;Красноярский край;12213
2024-06-01;Тюменская область;13999
2023-06-01;Хабаровский край;4462
2022-04-01;Ярославская область;4061
2022-03-01;Новосибирская область;14293
2024-02-01;Вологодская область;2945
2022-06-01;Ханты-Мансийский автономный округ — Югра;9919
2024-08-01;Саратовская область;3699
2022-03-01;Карачаево-Черкесская Республика;105
2022-04-01;Республика Татарстан;12275
2022-08-01;Ульяновская область;4661
2022-09-01;Удмуртская Республика;5094
2022-07-01;Республика Башкортостан;15320
2023-07-01;Республика Татарстан;11070
2022-01-01;Ивановская область;2033
2023-09-01;Омская область;4549
2022-12-01;Приморский край;3389
2023-05-01;Ярославская область;4585
2023-11-01;Карачаево-Черкесская Республика;455
2023-05-01;Орловская область;1659
2024-08-01;Калининградская область;4939
2024-01-01;Саратовская область;5025
2024-01-01;Кабардино-Балкарская Республика;1591
2024-02-01;Тамбовская область;1375
2023-03-01;Удмуртская Республика;4273
2022-05-01;Хабаровский край;5238
2022-08-01;Тверская область;3569
2022-08-01;Кабардино-Балкарская Республика;948
2022-03-01;Московская область;24600
2022-07-01;Брянская область;2586
2022-05-01;Новгородская область;1030
2024-03-01;Магаданская область;298
2022-06-01;Республика Башкортостан;15671
2022-10-01;Новосибирская область;20687
2023-01-01;Республика Татарстан;11361
2022-02-01;Воронежская область;8667
2024-03-01;Республика Мордовия;949
2023-02-01;Карачаево-Черкесская Республика;528
2022-10-01;Тульская область;4121
2023-12-01;Республика Алтай;229
2023-04-01;Вологодская область;4034
2023-05-01;Курская область;2016
2024-08-01;Приморский край;3172
2024-02-01;Республика Хакасия;1705
2022-08-01;Смоленская область;2420
2022-08-01;Чеченская Республика;735
2023-01-01;Алтайский край;3728
2022-10-01;Мурманская область;1641
2023-05-01;Амурская область;4152
2024-03-01;Псковская область;910
2024-05-01;Вологодская область;2714
2022-08-01;Республика Северная Осетия — Алания;1683
2024-06-01;Псковская область;813
2024-06-01;Костромская область;1743
2024-04-01;Рязанская область;2380
2024-07-01;Тюменская область;18772
2023-08-01;Иркутская область;6497
2023-08-01;Республика Башкортостан;12548
2024-01-01;Астраханская область;1903
2022-05-01;Калужская область;5003
2022-05-01;Удмуртская Республика;4016
2022-11-01;Республика Мордовия;1417
2022-11-01;Республика Бурятия;2265
2023-05-01;Республика Калмыкия;589
2022-11-01;Республика Карелия;1071
2023-08-01;Севастополь;1788
2024-07-01;Томская область;2450
2023-03-01;Республика Саха (Якутия);3117
2022-11-01;Ленинградская область;10125
2023-02-01;Тамбовская область;1649
2024-02-01;Республика Бурятия;1451
2022-02-01;Тульская область;5249
2023-06-01;Карачаево-Черкесская Республика;448
2022-07-01;Нижегородская область;8755
2023-10-01;Нижегородская область;7485
2024-05-01;Курская область;1220
2022-08-01;Белгородская область;6070
2024-05-01;Новгородская область;946
2023-11-01;Тюменская область;12827
2022-11-01;Ивановская область;2351
2022-06-01;Тверская область;4527
2024-06-01;Тульская область;3442
2023-06-01;Астраханская область;2331
2023-11-01;Тульская область;3575
2024-07-01;Тульская область;3414
2023-03-01;Республика Мордовия;1475
2023-01-01;Тюменская область;16038
2023-03-01;Псковская область;981
2024-07-01;Алтайский край;3105
2024-02-01;Республика Адыгея;3509
2022-05-01;Ивановская область;2182
2023-12-01;Калининградская область;6681
2023-05-01;Ростовская область;22353
2022-07-01;Республика Северная Осетия — Алания;3085
2024-06-01;Астраханская область;1857
2022-05-01;Приморский край;3455
2022-04-01;Республика Саха (Якутия);2724
2024-05-01;Республика Тыва;653
2023-04-01;Севастополь;1927
2022-08-01;Ямало-Ненецкий автономный округ;1716
2023-07-01;Ульяновская область;3506
2024-05-01;Рязанская область;2387
2024-02-01;Ивановская область;2440
2022-08-01;Приморский край;4548
2024-02-01;Челябинская область;7536
2024-01-01;Брянская область;2150
2022-09-01;Ивановская область;2614
2022-11-01;Красноярский край;9547
2023-12-01;Хабаровский край;3453
2024-01-01;Нижегородская область;6666
2023-04-01;Республика Мордовия;1445
2022-11-01;Вологодская область;3992
2022-07-01;Республика Саха (Якутия);3260
2024-07-01;Омская область;4408
2023-07-01;Орловская область;1566
2022-12-01;Республика Алтай;294
2022-04-01;Чеченская Республика;564
2022-12-01;Республика Коми;2481
2022-10-01;Хабаровский край;5078
2022-02-01;Ульяновская область;2900
2023-07-01;Белгородская область;6018
2024-06-01;Пензенская область;2927
2023-02-01;Республика Тыва;705
2022-04-01;Ямало-Ненецкий автономный округ;1536
2022-02-01;Кировская область;3053
2024-07-01;Республика Северная Осетия — Алания;472
2023-11-01;Оренбургская область;4271
2022-11-01;Республика Алтай;321
2023-03-01;Амурская область;3640
2022-05-01;Самарская область;8131
2024-03-01;Орловская область;929
2024-02-01;Ростовская область;20596
2024-08-01;Республика Адыгея;1027
2022-01-01;Орловская область;1280
2023-07-01;Кабардино-Балкарская Республика;1455
2023-09-01;Красноярский край;8655
2022-10-01;Иркутская область;8460
2022-03-01;Томская область;5064
2024-06-01;Сахалинская область;1998
2023-01-01;Томская область;4798
2022-10-01;Свердловская область;14434
2023-02-01;Республика Башкортостан;11963
2023-04-01;Хабаровский край;4701
2022-04-01;Ленинградская область;6856
2023-12-01;Курская область;996
2022-12-01;Пензенская область;3725
2022-02-01;Рязанская область;2296
2022-11-01;Владимирская область;5066
2024-05-01;Ленинградская область;9220
2023-07-01;Смоленская область;2470
2024-07-01;Ярославская область;2717
2023-08-01;Липецкая область;1898
2023-12-01;Мурманская область;950
2023-02-01;Новгородская область;918
2023-05-01;Сахалинская область;2367
2022-11-01;Удмуртская Республика;4351
2023-01-01;Республика Адыгея;2286
2022-09-01;Тюменская область;17117
2023-02-01;Иркутская область;6703
2022-07-01;Кировская область;3624
2024-06-01;Ивановская область;1911
2023-12-01;Кировская область;1743
2023-06-01;Республика Саха (Якутия);2753
2023-09-01;Кировская область;2142
2022-12-01;Ростовская область;21923
2023-05-01;Магаданская область;309
2023-01-01;Рязанская область;2603
2024-07-01;Республика Мордовия;961
2022-12-01;Республика Калмыкия;573
2022-01-01;Пензенская область;5158
2022-11-01;Республика Татарстан;13199
2024-06-01;Тверская область;2473
2024-04-01;Новосибирская область;8868
2022-07-01;Республика Мордовия;1226
2023-08-01;Республика Саха (Якутия);2631
2024-08-01;Республика Мордовия;998
2023-06-01;Чеченская Республика;601
2022-01-01;Тульская область;6680
2023-06-01;Владимирская область;4652
2023-07-01;Тульская область;3899
2023-01-01;Кемеровская область;6753
2023-06-01;Москва;24588
2022-04-01;Новосибирская область;16814
2024-08-01;Магаданская область;329
2023-05-01;Калининградская область;7310
2023-01-01;Республика Хакасия;2537
2022-05-01;Липецкая область;2122
2022-10-01;Ханты-Мансийский автономный округ — Югра;9911
2023-04-01;Московская область;32213
2023-07-01;Красноярский край;9570
2024-01-01;Курганская область;1312
2024-01-01;Республика Башкортостан;10018
2023-04-01;Республика Бурятия;2092
2024-06-01;Республика Хакасия;1809
2023-01-01;Тамбовская область;1615
2023-06-01;Орловская область;1618
2023-07-01;Рязанская область;2877
2024-08-01;Смоленская область;1475
2024-08-01;Ямало-Ненецкий автономный округ;1549
2024-06-01;Еврейская автономная область;182
2023-07-01;Ярославская область;4186
2022-09-01;Чувашская Республика;3774
2022-10-01;Чувашская Республика;3667
2024-05-01;Пензенская область;3286
2022-01-01;Ленинградская область;6187
2023-12-01;Республика Северная Осетия — Алания;1205
2023-09-01;Хабаровский край;3932
2023-08-01;Омская область;5271
2023-08-01;Республика Коми;2131
2023-02-01;Волгоградская область;5438
2023-10-01;Псковская область;907
2024-05-01;Мурманская область;1159
2022-12-01;Тюменская область;17103
2023-02-01;Ульяновская область;3493
2024-08-01;Рязанская область;2211
2022-08-01;Ханты-Мансийский автономный округ — Югра;10418
2022-09-01;Забайкальский край;3015
2024-02-01;Санкт-Петербург;22178
2023-08-01;Еврейская автономная область;215
2022-06-01;Астраханская область;1963
2023-06-01;Кабардино-Балкарская Республика;1870
2022-07-01;Кабардино-Балкарская Республика;918
2023-03-01;Саратовская область;8460
2023-02-01;Новосибирская область;18355
2024-07-01;Чукотский автономный округ;105
2022-11-01;Республика Башкортостан;13978
2022-06-01;Кемеровская область;11106
2022-03-01;Ульяновская область;2525
2022-01-01;Московская область;28849
2024-08-01;Воронежская область;4332
2024-03-01;Ленинградская область;9218
2023-07-01;Севастополь;1792
2023-12-01;Томская область;3997
2022-09-01;Калужская область;5796
2024-03-01;Астраханская область;2007
2023-12-01;Забайкальский край;1775
2024-02-01;Республика Саха (Якутия);2101
2024-03-01;Сахалинская область;1948
2023-01-01;Ленинградская область;8702
2023-09-01;Мурманская область;1062
2022-11-01;Кировская область;3299
2023-08-01;Новосибирская область;7432
2022-05-01;Республика Хакасия;2425
2022-07-01;Приморский край;4414
2023-07-01;Тюменская область;16811
2023-06-01;Республика Крым;4592
2022-12-01;Республика Тыва;713
2024-08-01;Республика Марий Эл;1288
2023-12-01;Новосибирская область;8834
2023-05-01;Кировская область;2151
2023-07-01;Республика Карелия;915
2024-07-01;Республика Тыва;523
2024-08-01;Чукотский автономный округ;99
2023-03-01;Астраханская область;2078
2023-08-01;Белгородская область;5175
2022-04-01;Сахалинская область;1570
2022-12-01;Сахалинская область;2261
2022-09-01;Амурская область;3288
2023-05-01;Тверская область;3487
2024-08-01;Сахалинская область;1931
2024-02-01;Кировская область;2047
2022-05-01;Нижегородская область;6923
2023-06-01;Сахалинская область;2280
2024-02-01;Тюменская область;13624
2023-07-01;Чукотский автономный округ;81
2023-03-01;Камчатский край;625
2022-07-01;Санкт-Петербург;30705
2022-10-01;Оренбургская область;6142
2024-07-01;Удмуртская Республика;2892
2023-01-01;Республика Саха (Якутия);2978
2023-06-01;Республика Тыва;1050
2024-05-01;Удмуртская Республика;2984
2023-02-01;Орловская область;1519
2024-08-01;Еврейская автономная область;181
2023-12-01;Орловская область;878
2023-11-01;Брянская область;2315
2022-01-01;Республика Саха (Якутия);2455
2024-04-01;Приморский край;3047
2023-06-01;Иркутская область;7106
2023-07-01;Омская область;5682
2023-02-01;Оренбургская область;5334
2023-01-01;Волгоградская область;5358
2022-11-01;Мурманская область;1718
2022-09-01;Республика Северная Осетия — Алания;1470
2024-02-01;Чеченская Республика;330
2022-11-01;Кемеровская область;7735
2024-04-01;Архангельская область;2078
2023-08-01;Волгоградская область;5263
2024-01-01;Забайкальский край;1879
2022-06-01;Воронежская область;8728
2023-10-01;Карачаево-Черкесская Республика;498
2023-01-01;Московская область;36197
2022-12-01;Республика Северная Осетия — Алания;1291
2023-07-01;Хабаровский край;4429
2022-01-01;Липецкая область;1887
2023-10-01;Республика Татарстан;8999
2022-10-01;Вологодская область;3885
2024-04-01;Ленинградская область;9395
2024-05-01;Владимирская область;3198
2023-04-01;Иркутская область;7668
2023-05-01;Оренбургская область;5141
2022-03-01;Красноярский край;11251
2022-03-01;Курганская область;1620
2022-10-01;Москва;43407
2024-04-01;Нижегородская область;5641
2023-03-01;Ростовская область;21116
2022-03-01;Республика Коми;3327
2022-01-01;Оренбургская область;5333
2022-03-01;Забайкальский край;1959
2022-06-01;Республика Коми;3195
2024-07-01;Белгородская область;4480
2023-02-01;Тульская область;3984
2022-08-01;Ивановская область;2404
2022-09-01;Республика Саха (Якутия);3470
2023-03-01;Тамбовская область;1830
2023-09-01;Ивановская область;2152
2023-10-01;Иркутская область;5463
2022-11-01;Псковская область;932
2022-01-01;Республика Дагестан;2071
2023-07-01;Еврейская автономная область;218
2022-11-01;Тверская область;3732
2024-01-01;Хабаровский край;3784
2023-02-01;Костромская область;2611
2022-12-01;Свердловская область;13371
2022-11-01;Республика Калмыкия;740
2022-03-01;Хабаровский край;5333
2023-06-01;Кировская область;2212
2023-02-01;Камчатский край;649
2023-05-01;Республика Дагестан;1860
2023-12-01;Сахалинская область;1885
2022-12-01;Республика Марий Эл;1817
2024-08-01;Тверская область;2281
2023-11-01;Еврейская автономная область;196
2022-12-01;Нижегородская область;7848
2023-05-01;Иркутская область;7173
2024-02-01;Белгородская область;4004
2023-04-01;Оренбургская область;5726
2024-02-01;Ульяновская область;2749
2023-01-01;Владимирская область;4608
2022-07-01;Ханты-Мансийский автономный округ — Югра;10033
2024-08-01;Тульская область;3218
2023-09-01;Ханты-Мансийский автономный округ — Югра;6196
2023-06-01;Республика Карелия;1050
2022-09-01;Краснодарский край;41618
2024-05-01;Магаданская область;331
2022-04-01;Тюменская область;16870
2024-03-01;Чувашская Республика;2403
2023-12-01;Карачаево-Черкесская Республика;423
2024-08-01;Белгородская область;4603
2023-02-01;Мурманская область;1490
2023-10-01;Республика Хакасия;1927
2022-07-01;Ивановская область;2646
2024-05-01;Амурская область;2915
2024-05-01;Новосибирская область;9293
2024-08-01;Омская область;4354
2024-04-01;Тюменская область;13909
2023-03-01;Чеченская Республика;672
2023-01-01;Калининградская область;7763
2022-02-01;Владимирская область;4003
2022-04-01;Республика Хакасия;2247
2022-10-01;Смоленская область;2417
2022-05-01;Курганская область;1693
2023-02-01;Ленинградская область;9078
2023-07-01;Республика Башкортостан;13283
2023-05-01;Забайкальский край;2750
2023-07-01;Курская область;1791
2022-11-01;Нижегородская область;8650
2024-02-01;Чувашская Республика;2276
2022-08-01;Свердловская область;16005
2023-05-01;Республика Марий Эл;1779
2024-08-01;Челябинская область;7005
2023-12-01;Волгоградская область;4868
2022-03-01;Пермский край;5466
2023-06-01;Республика Татарстан;12883
2024-04-01;Курская область;1170
2022-06-01;Краснодарский край;55577
2024-07-01;Саратовская область;3860
2023-05-01;Новгородская область;1031
2024-01-01;Ивановская область;2542
2023-08-01;Москва;22018
2022-07-01;Амурская область;3178
2023-06-01;Республика Марий Эл;1664
2023-07-01;Ленинградская область;9472
2023-09-01;Московская область;25200
2024-06-01;Республика Карелия;846
2022-08-01;Ставропольский край;10192
2023-12-01;Кабардино-Балкарская Республика;1707
2024-06-01;Ханты-Мансийский автономный округ — Югра;6482
2022-08-01;Нижегородская область;9301
2024-07-01;Кировская область;1943
2023-10-01;Тверская область;2939
2023-03-01;Магаданская область;276
2023-09-01;Республика Карелия;818
2024-05-01;Кировская область;2035
2023-09-01;Пензенская область;2867
2022-04-01;Тамбовская область;1253
2023-11-01;Ростовская область;21109
2024-05-01;Калининградская область;5122
2023-11-01;Санкт-Петербург;21653
2023-04-01;Ульяновская область;4167
2023-08-01;Санкт-Петербург;21917
2022-06-01;Брянская область;2484
2022-02-01;Челябинская область;10544
2022-07-01;Курская область;2234
2022-07-01;Севастополь;2684
2023-09-01;Республика Северная Осетия — Алания;1287
2024-01-01;Пермский край;5313
2023-08-01;Республика Татарстан;10184
2022-06-01;Тамбовская область;1586
2023-02-01;Еврейская автономная область;195
2023-05-01;Красноярский край;10562
2023-08-01;Республика Бурятия;1544
2023-02-01;Воронежская область;7670
2024-08-01;Республика Карелия;788
2023-10-01;Мурманская область;1080
2023-05-01;Московская область;28846
2023-11-01;Ульяновская область;2988
2022-06-01;Ленинградская область;8780
2023-05-01;Республика Коми;2419
2024-03-01;Тульская область;3033
2023-10-01;Курская область;1601
2024-04-01;Республика Северная Осетия — Алания;622
2024-02-01;Забайкальский край;1952
2024-04-01;Чукотский автономный округ;125
2023-05-01;Смоленская область;2493
2023-05-01;Республика Татарстан;13728
2024-08-01;Амурская область;2805
2022-02-01;Архангельская область;2866
2024-03-01;Республика Коми;2221
2023-04-01;Республика Дагестан;1763
2024-05-01;Республика Дагестан;269
2024-08-01;Новосибирская область;8366
2023-10-01;Республика Калмыкия;452
2023-02-01;Республика Татарстан;11119
2022-10-01;Чеченская Республика;695
2022-09-01;Хабаровский край;5636
2023-02-01;Астраханская область;1797
2024-08-01;Удмуртская Республика;2560
2023-08-01;Республика Мордовия;1070
2023-04-01;Республика Саха (Якутия);3157
2024-01-01;Ульяновская область;2953
2023-05-01;Республика Крым;4317
2024-03-01;Краснодарский край;38241
2022-10-01;Астраханская область;2092
2023-02-01;Санкт-Петербург;27070
2024-05-01;Самарская область;5871
2022-10-01;Сахалинская область;2428
2023-07-01;Кемеровская область;6746
2023-01-01;Чукотский автономный округ;43
