"date";"category";"value"
"2024-06-30";"Республика Коми";73861
"2024-06-30";"Республика Крым";153423
"2024-06-30";"Республика Марий Эл";77152
"2024-06-30";"Республика Мордовия";75949
"2024-06-30";"Республика Саха (Якутия)";124792
"2024-06-30";"Республика Северная Осетия — Алания";87157
"2024-06-30";"Республика Татарстан";107494
"2024-06-30";"Республика Тыва";113035
"2024-06-30";"Республика Хакасия";84840
"2024-06-30";"Россия";110016
"2024-06-30";"Ростовская область";92842
"2024-06-30";"Рязанская область";73876
"2024-06-30";"Самарская область";87873
"2024-06-30";"Санкт-Петербург";195603
"2024-06-30";"Саратовская область";75685
"2024-06-30";"Сахалинская область";129397
"2024-06-30";"Свердловская область";87670
"2024-06-30";"Севастополь";149306
"2024-06-30";"Смоленская область";63105
"2024-06-30";"Ставропольский край";90866
"2024-06-30";"Тамбовская область";73698
"2024-06-30";"Тверская область";80181
"2024-06-30";"Томская область";92960
"2024-06-30";"Тульская область";78433
"2024-06-30";"Тюменская область";100472
"2024-06-30";"Удмуртская Республика";73794
"2024-06-30";"Ульяновская область";73616
"2024-06-30";"Хабаровский край";94170
"2024-06-30";"Ханты-Мансийский автономный округ — Югра";93594
"2024-06-30";"Челябинская область";75236
"2024-06-30";"Чеченская Республика";58975
"2024-06-30";"Чувашская Республика";88475
"2024-06-30";"Чукотский автономный округ";134389
"2024-06-30";"Ямало-Ненецкий автономный округ";135162
"2024-06-30";"Ярославская область";76363
"2024-05-31";"Алтайский край";86934
"2024-05-31";"Амурская область";123943
"2024-05-31";"Архангельская область";92440
"2024-05-31";"Астраханская область";74793
"2024-05-31";"Белгородская область";77571
"2024-05-31";"Брянская область";65184
"2024-05-31";"Владимирская область";70528
"2024-05-31";"Волгоградская область";75814
"2024-05-31";"Вологодская область";76569
"2024-05-31";"Воронежская область";85282
"2024-05-31";"Еврейская автономная область";80995
"2024-05-31";"Забайкальский край";99336
"2024-05-31";"Ивановская область";72018
"2024-05-31";"Иркутская область";90601
"2024-05-31";"Кабардино-Балкарская Республика";69735
"2024-05-31";"Калининградская область";109484
"2024-05-31";"Калужская область";90371
"2024-05-31";"Камчатский край";138101
"2024-05-31";"Карачаево-Черкесская Республика";86613
"2024-05-31";"Кемеровская область";81672
"2024-05-31";"Кировская область";80088
"2024-05-31";"Костромская область";74460
"2024-05-31";"Краснодарский край";140468
"2024-05-31";"Красноярский край";93451
"2024-05-31";"Курганская область";69614
"2024-05-31";"Курская область";78339
"2024-05-31";"Ленинградская область";124025
"2024-05-31";"Липецкая область";73496
"2024-05-31";"Магаданская область";120626
"2024-05-31";"Москва";295961
"2024-05-31";"Московская область";144732
"2024-05-31";"Мурманская область";83042
"2024-05-31";"Ненецкий автономный округ";112915
"2024-05-31";"Нижегородская область";101925
"2024-05-31";"Новгородская область";79249
"2024-05-31";"Новосибирская область";106720
"2024-05-31";"Омская область";97057
"2024-05-31";"Оренбургская область";64649
"2024-05-31";"Орловская область";72945
"2024-05-31";"Пензенская область";77164
"2024-05-31";"Пермский край";77818
"2024-05-31";"Приморский край";123497
"2024-05-31";"Псковская область";71029
"2024-05-31";"Республика Адыгея";92840
"2024-05-31";"Республика Алтай";134064
"2024-05-31";"Республика Башкортостан";82419
"2024-05-31";"Республика Бурятия";105974
"2024-05-31";"Республика Дагестан";90666
"2024-05-31";"Республика Ингушетия";42533
"2024-05-31";"Республика Калмыкия";78354
"2024-05-31";"Республика Карелия";90243
"2024-05-31";"Республика Коми";73605
"2024-05-31";"Республика Крым";153640
"2024-05-31";"Республика Марий Эл";76418
"2024-05-31";"Республика Мордовия";75124
"2024-05-31";"Республика Саха (Якутия)";125309
"2024-05-31";"Республика Северная Осетия — Алания";85091
"2024-05-31";"Республика Татарстан";108088
"2024-05-31";"Республика Тыва";109657
"2024-05-31";"Республика Хакасия";84672
"2024-05-31";"Россия";109582
"2024-05-31";"Ростовская область";91299
"2024-05-31";"Рязанская область";74441
"2024-05-31";"Самарская область";87520
"2024-05-31";"Санкт-Петербург";191351
"2024-05-31";"Саратовская область";75351
"2024-05-31";"Сахалинская область";128470
"2024-05-31";"Свердловская область";87647
"2024-05-31";"Севастополь";148974
"2024-05-31";"Смоленская область";62414
"2024-05-31";"Ставропольский край";91005
"2024-05-31";"Тамбовская область";73342
"2024-05-31";"Тверская область";80211
"2024-05-31";"Томская область";92233
"2024-05-31";"Тульская область";76010
"2024-05-31";"Тюменская область";99746
"2024-05-31";"Удмуртская Республика";72824
"2024-05-31";"Ульяновская область";73114
"2024-05-31";"Хабаровский край";94211
"2024-05-31";"Ханты-Мансийский автономный округ — Югра";94732
"2024-05-31";"Челябинская область";75615
"2024-05-31";"Чеченская Республика";58003
"2024-05-31";"Чувашская Республика";88294
"2024-05-31";"Чукотский автономный округ";135273
"2024-05-31";"Ямало-Ненецкий автономный округ";135226
"2024-05-31";"Ярославская область";75686
"2024-04-30";"Алтайский край";85970
"2024-04-30";"Амурская область";122567
"2024-04-30";"Архангельская область";91405
"2024-04-30";"Астраханская область";74607
"2024-04-30";"Белгородская область";77071
"2024-04-30";"Брянская область";65669
"2024-04-30";"Владимирская область";71117
"2024-04-30";"Волгоградская область";74930
"2024-04-30";"Вологодская область";76102
"2024-04-30";"Воронежская область";84033
"2024-04-30";"Еврейская автономная область";79664
"2024-04-30";"Забайкальский край";98314
"2024-04-30";"Ивановская область";73185
"2024-04-30";"Иркутская область";91309
"2024-04-30";"Кабардино-Балкарская Республика";69463
"2024-04-30";"Калининградская область";107011
"2024-04-30";"Калужская область";89621
"2024-04-30";"Камчатский край";137046
"2024-04-30";"Карачаево-Черкесская Республика";86944
"2024-04-30";"Кемеровская область";81748
"2024-04-30";"Кировская область";80228
"2024-04-30";"Костромская область";74537
"2024-04-30";"Краснодарский край";139043
"2024-04-30";"Красноярский край";93353
"2024-04-30";"Курганская область";70499
"2024-04-30";"Курская область";77143
"2024-04-30";"Ленинградская область";123862
"2024-04-30";"Липецкая область";73258
"2024-04-30";"Магаданская область";121595
"2024-04-30";"Москва";293895
"2024-04-30";"Московская область";144924
"2024-04-30";"Мурманская область";82783
"2024-04-30";"Ненецкий автономный округ";112574
"2024-04-30";"Нижегородская область";101930
"2024-04-30";"Новгородская область";78612
"2024-04-30";"Новосибирская область";106489
"2024-04-30";"Омская область";96579
"2024-04-30";"Оренбургская область";65187
"2024-04-30";"Орловская область";72086
"2024-04-30";"Пензенская область";77313
"2024-04-30";"Пермский край";77395
"2024-04-30";"Приморский край";123878
"2024-04-30";"Псковская область";71257
"2024-04-30";"Республика Адыгея";92904
"2024-04-30";"Республика Алтай";129221
"2024-04-30";"Республика Башкортостан";82994
"2024-04-30";"Республика Бурятия";106003
"2024-04-30";"Республика Дагестан";91196
"2024-04-30";"Республика Ингушетия";40808
"2024-04-30";"Республика Калмыкия";76854
"2024-04-30";"Республика Карелия";90997
"2024-04-30";"Республика Коми";75027
"2024-04-30";"Республика Крым";154767
"2024-04-30";"Республика Марий Эл";77537
"2024-04-30";"Республика Мордовия";73990
"2024-04-30";"Республика Саха (Якутия)";124918
"2024-04-30";"Республика Северная Осетия — Алания";83663
"2024-04-30";"Республика Татарстан";108025
"2024-04-30";"Республика Тыва";113461
"2024-04-30";"Республика Хакасия";85431
"2024-04-30";"Россия";109462
"2024-04-30";"Ростовская область";91093
"2024-04-30";"Рязанская область";74589
"2024-04-30";"Самарская область";86890
"2024-04-30";"Санкт-Петербург";188964
"2024-04-30";"Саратовская область";75797
"2024-04-30";"Сахалинская область";131604
"2024-04-30";"Свердловская область";87687
"2024-04-30";"Севастополь";149037
"2024-04-30";"Смоленская область";63183
"2024-04-30";"Ставропольский край";90767
"2024-04-30";"Тамбовская область";73325
"2024-04-30";"Тверская область";80521
"2024-04-30";"Томская область";92512
"2024-04-30";"Тульская область";75778
"2024-04-30";"Тюменская область";99565
"2024-04-30";"Удмуртская Республика";72406
"2024-04-30";"Ульяновская область";72863
"2024-04-30";"Хабаровский край";94442
"2024-04-30";"Ханты-Мансийский автономный округ — Югра";95733
"2024-04-30";"Челябинская область";75686
"2024-04-30";"Чеченская Республика";56468
"2024-04-30";"Чувашская Республика";88667
"2024-04-30";"Чукотский автономный округ";132342
"2024-04-30";"Ямало-Ненецкий автономный округ";136269
"2024-04-30";"Ярославская область";75738
"2024-03-31";"Алтайский край";85868
"2024-03-31";"Амурская область";121147
"2024-03-31";"Архангельская область";90668
"2024-03-31";"Астраханская область";74953
"2024-03-31";"Белгородская область";77228
"2024-03-31";"Брянская область";65586
"2024-03-31";"Владимирская область";71224
"2024-03-31";"Волгоградская область";74443
"2024-03-31";"Вологодская область";75549
"2024-03-31";"Воронежская область";83032
"2024-03-31";"Еврейская автономная область";78148
"2024-03-31";"Забайкальский край";96383
"2024-03-31";"Ивановская область";73036
"2024-03-31";"Иркутская область";92365
"2024-03-31";"Кабардино-Балкарская Республика";68260
"2024-03-31";"Калининградская область";105560
"2024-03-31";"Калужская область";88854
"2024-03-31";"Камчатский край";135595
"2024-03-31";"Карачаево-Черкесская Республика";86136
"2024-03-31";"Кемеровская область";81921
"2024-03-31";"Кировская область";79699
"2024-03-31";"Костромская область";73843
"2024-03-31";"Краснодарский край";136467
"2024-03-31";"Красноярский край";93315
"2024-03-31";"Курганская область";69602
"2024-03-31";"Курская область";75544
"2024-03-31";"Ленинградская область";124527
"2024-03-31";"Липецкая область";72916
"2024-03-31";"Магаданская область";119256
"2024-03-31";"Москва";292542
"2024-03-31";"Московская область";145011
"2024-03-31";"Мурманская область";82265
"2024-03-31";"Ненецкий автономный округ";109134
"2024-03-31";"Нижегородская область";101840
"2024-03-31";"Новгородская область";78030
"2024-03-31";"Новосибирская область";106034
"2024-03-31";"Омская область";95087
"2024-03-31";"Оренбургская область";64499
"2024-03-31";"Орловская область";71555
"2024-03-31";"Пензенская область";77102
"2024-03-31";"Пермский край";77090
"2024-03-31";"Приморский край";123719
"2024-03-31";"Псковская область";69948
"2024-03-31";"Республика Адыгея";92108
"2024-03-31";"Республика Алтай";125173
"2024-03-31";"Республика Башкортостан";83130
"2024-03-31";"Республика Бурятия";104814
"2024-03-31";"Республика Дагестан";89759
"2024-03-31";"Республика Ингушетия";37831
"2024-03-31";"Республика Калмыкия";76373
"2024-03-31";"Республика Карелия";90409
"2024-03-31";"Республика Коми";76519
"2024-03-31";"Республика Крым";155487
"2024-03-31";"Республика Марий Эл";76576
"2024-03-31";"Республика Мордовия";72393
"2024-03-31";"Республика Саха (Якутия)";124327
"2024-03-31";"Республика Северная Осетия — Алания";82630
"2024-03-31";"Республика Татарстан";106709
"2024-03-31";"Республика Тыва";114513
"2024-03-31";"Республика Хакасия";84660
"2024-03-31";"Россия";109046
"2024-03-31";"Ростовская область";90332
"2024-03-31";"Рязанская область";75195
"2024-03-31";"Самарская область";86713
"2024-03-31";"Санкт-Петербург";186634
"2024-03-31";"Саратовская область";75151
"2024-03-31";"Сахалинская область";132836
"2024-03-31";"Свердловская область";86283
"2024-03-31";"Севастополь";150362
"2024-03-31";"Смоленская область";63790
"2024-03-31";"Ставропольский край";90775
"2024-03-31";"Тамбовская область";73864
"2024-03-31";"Тверская область";80492
"2024-03-31";"Томская область";93485
"2024-03-31";"Тульская область";75158
"2024-03-31";"Тюменская область";100172
"2024-03-31";"Удмуртская Республика";71890
"2024-03-31";"Ульяновская область";72722
"2024-03-31";"Хабаровский край";95465
"2024-03-31";"Ханты-Мансийский автономный округ — Югра";96505
"2024-03-31";"Челябинская область";74979
"2024-03-31";"Чеченская Республика";57512
"2024-03-31";"Чувашская Республика";88689
"2024-03-31";"Чукотский автономный округ";128121
"2024-03-31";"Ямало-Ненецкий автономный округ";136682
"2024-03-31";"Ярославская область";74614
"2024-02-29";"Алтайский край";84455
"2024-02-29";"Амурская область";118042
"2024-02-29";"Архангельская область";90227
"2024-02-29";"Астраханская область";75067
"2024-02-29";"Белгородская область";78960
"2024-02-29";"Брянская область";65616
"2024-02-29";"Владимирская область";71343
"2024-02-29";"Волгоградская область";74697
"2024-02-29";"Вологодская область";76030
"2024-02-29";"Воронежская область";82446
"2024-02-29";"Еврейская автономная область";77788
"2024-02-29";"Забайкальский край";96068
"2024-02-29";"Ивановская область";72824
"2024-02-29";"Иркутская область";92531
"2024-02-29";"Кабардино-Балкарская Республика";67604
"2024-02-29";"Калининградская область";103600
"2024-02-29";"Калужская область";88808
"2024-02-29";"Камчатский край";134766
"2024-02-29";"Карачаево-Черкесская Республика";85963
"2024-02-29";"Кемеровская область";81119
"2024-02-29";"Кировская область";78967
"2024-02-29";"Костромская область";72397
"2024-02-29";"Краснодарский край";136913
"2024-02-29";"Красноярский край";93612
"2024-02-29";"Курганская область";68977
"2024-02-29";"Курская область";73878
"2024-02-29";"Ленинградская область";124608
"2024-02-29";"Липецкая область";73012
"2024-02-29";"Магаданская область";119857
"2024-02-29";"Москва";288980
"2024-02-29";"Московская область";145244
"2024-02-29";"Мурманская область";81547
"2024-02-29";"Ненецкий автономный округ";108105
"2024-02-29";"Нижегородская область";100936
"2024-02-29";"Новгородская область";75987
"2024-02-29";"Новосибирская область";105212
"2024-02-29";"Омская область";94405
"2024-02-29";"Оренбургская область";63852
"2024-02-29";"Орловская область";71472
"2024-02-29";"Пензенская область";75276
"2024-02-29";"Пермский край";76504
"2024-02-29";"Приморский край";124137
"2024-02-29";"Псковская область";69930
"2024-02-29";"Республика Адыгея";89901
"2024-02-29";"Республика Алтай";123510
"2024-02-29";"Республика Башкортостан";82993
"2024-02-29";"Республика Бурятия";102899
"2024-02-29";"Республика Дагестан";88843
"2024-02-29";"Республика Ингушетия";39023
"2024-02-29";"Республика Калмыкия";76642
"2024-02-29";"Республика Карелия";90334
"2024-02-29";"Республика Коми";76930
"2024-02-29";"Республика Крым";151525
"2024-02-29";"Республика Марий Эл";76405
"2024-02-29";"Республика Мордовия";71513
"2024-02-29";"Республика Саха (Якутия)";123394
"2024-02-29";"Республика Северная Осетия — Алания";80905
"2024-02-29";"Республика Татарстан";105425
"2024-02-29";"Республика Тыва";116026
"2024-02-29";"Республика Хакасия";82558
"2024-02-29";"Россия";108559
"2024-02-29";"Ростовская область";88248
"2024-02-29";"Рязанская область";74321
"2024-02-29";"Самарская область";85629
"2024-02-29";"Санкт-Петербург";186999
"2024-02-29";"Саратовская область";74857
"2024-02-29";"Сахалинская область";132407
"2024-02-29";"Свердловская область";85304
"2024-02-29";"Севастополь";147072
"2024-02-29";"Смоленская область";63201
"2024-02-29";"Ставропольский край";90447
"2024-02-29";"Тамбовская область";73971
"2024-02-29";"Тверская область";80203
"2024-02-29";"Томская область";92717
"2024-02-29";"Тульская область";74638
"2024-02-29";"Тюменская область";98305
"2024-02-29";"Удмуртская Республика";71097
"2024-02-29";"Ульяновская область";73195
"2024-02-29";"Хабаровский край";95503
"2024-02-29";"Ханты-Мансийский автономный округ — Югра";97677
"2024-02-29";"Челябинская область";74411
"2024-02-29";"Чеченская Республика";58551
"2024-02-29";"Чувашская Республика";89931
"2024-02-29";"Чукотский автономный округ";126591
"2024-02-29";"Ямало-Ненецкий автономный округ";136868
"2024-02-29";"Ярославская область";74775
"2024-01-31";"Алтайский край";83169
"2024-01-31";"Амурская область";115102
"2024-01-31";"Архангельская область";89748
"2024-01-31";"Астраханская область";75259
"2024-01-31";"Белгородская область";80087
"2024-01-31";"Брянская область";65349
"2024-01-31";"Владимирская область";70765
"2024-01-31";"Волгоградская область";73457
"2024-01-31";"Вологодская область";75240
"2024-01-31";"Воронежская область";80935
"2024-01-31";"Еврейская автономная область";76647
"2024-01-31";"Забайкальский край";95225
"2024-01-31";"Ивановская область";72163
"2024-01-31";"Иркутская область";92013
"2024-01-31";"Кабардино-Балкарская Республика";66611
"2024-01-31";"Калининградская область";101981
"2024-01-31";"Калужская область";87788
"2024-01-31";"Камчатский край";134409
"2024-01-31";"Карачаево-Черкесская Республика";86343
"2024-01-31";"Кемеровская область";80288
"2024-01-31";"Кировская область";77889
"2024-01-31";"Костромская область";71366
"2024-01-31";"Краснодарский край";137160
"2024-01-31";"Красноярский край";93368
"2024-01-31";"Курганская область";67995
"2024-01-31";"Курская область";73242
"2024-01-31";"Ленинградская область";124600
"2024-01-31";"Липецкая область";73145
"2024-01-31";"Магаданская область";118497
"2024-01-31";"Москва";287092
"2024-01-31";"Московская область";145562
"2024-01-31";"Мурманская область";79965
"2024-01-31";"Ненецкий автономный округ";104192
"2024-01-31";"Нижегородская область";99219
"2024-01-31";"Новгородская область";74927
"2024-01-31";"Новосибирская область";104554
"2024-01-31";"Омская область";92488
"2024-01-31";"Оренбургская область";63213
"2024-01-31";"Орловская область";71594
"2024-01-31";"Пензенская область";75682
"2024-01-31";"Пермский край";76225
"2024-01-31";"Приморский край";124570
"2024-01-31";"Псковская область";68729
"2024-01-31";"Республика Адыгея";88933
"2024-01-31";"Республика Алтай";122290
"2024-01-31";"Республика Башкортостан";82379
"2024-01-31";"Республика Бурятия";103766
"2024-01-31";"Республика Дагестан";88226
"2024-01-31";"Республика Ингушетия";38758
"2024-01-31";"Республика Калмыкия";75273
"2024-01-31";"Республика Карелия";90833
"2024-01-31";"Республика Коми";76889
"2024-01-31";"Республика Крым";146141
"2024-01-31";"Республика Марий Эл";75824
"2024-01-31";"Республика Мордовия";69674
"2024-01-31";"Республика Саха (Якутия)";122428
"2024-01-31";"Республика Северная Осетия — Алания";79438
"2024-01-31";"Республика Татарстан";104099
"2024-01-31";"Республика Тыва";116644
"2024-01-31";"Республика Хакасия";80387
"2024-01-31";"Россия";107867
"2024-01-31";"Ростовская область";86442
"2024-01-31";"Рязанская область";74173
"2024-01-31";"Самарская область";84733
"2024-01-31";"Санкт-Петербург";187556
"2024-01-31";"Саратовская область";73956
"2024-01-31";"Сахалинская область";133773
"2024-01-31";"Свердловская область";85077
"2024-01-31";"Севастополь";147136
"2024-01-31";"Смоленская область";63342
"2024-01-31";"Ставропольский край";89337
"2024-01-31";"Тамбовская область";73165
"2024-01-31";"Тверская область";80216
"2024-01-31";"Томская область";92042
"2024-01-31";"Тульская область";74387
"2024-01-31";"Тюменская область";96872
"2024-01-31";"Удмуртская Республика";71358
"2024-01-31";"Ульяновская область";72689
"2024-01-31";"Хабаровский край";95288
"2024-01-31";"Ханты-Мансийский автономный округ — Югра";98004
"2024-01-31";"Челябинская область";72853
"2024-01-31";"Чеченская Республика";59431
"2024-01-31";"Чувашская Республика";88761
"2024-01-31";"Чукотский автономный округ";128571
"2024-01-31";"Ямало-Ненецкий автономный округ";135986
"2024-01-31";"Ярославская область";74540
"2023-12-31";"Алтайский край";82893
"2023-12-31";"Амурская область";113140
"2023-12-31";"Архангельская область";89492
"2023-12-31";"Астраханская область";74119
"2023-12-31";"Белгородская область";79181
"2023-12-31";"Брянская область";64576
"2023-12-31";"Владимирская область";70299
"2023-12-31";"Волгоградская область";72743
"2023-12-31";"Вологодская область";75029
"2023-12-31";"Воронежская область";81110
"2023-12-31";"Еврейская автономная область";75271
"2023-12-31";"Забайкальский край";94229
"2023-12-31";"Ивановская область";70663
"2023-12-31";"Иркутская область";91364
"2023-12-31";"Кабардино-Балкарская Республика";64255
"2023-12-31";"Калининградская область";101534
"2023-12-31";"Калужская область";87919
"2023-12-31";"Камчатский край";132702
"2023-12-31";"Карачаево-Черкесская Республика";87202
"2023-12-31";"Кемеровская область";79582
"2023-12-31";"Кировская область";78023
"2023-12-31";"Костромская область";69816
"2023-12-31";"Краснодарский край";137710
"2023-12-31";"Красноярский край";92435
"2023-12-31";"Курганская область";65630
"2023-12-31";"Курская область";72614
"2023-12-31";"Ленинградская область";124684
"2023-12-31";"Липецкая область";73425
"2023-12-31";"Магаданская область";118735
"2023-12-31";"Москва";285169
"2023-12-31";"Московская область";144822
"2023-12-31";"Мурманская область";79263
"2023-12-31";"Ненецкий автономный округ";101971
"2023-12-31";"Нижегородская область";96948
"2023-12-31";"Новгородская область";73952
"2023-12-31";"Новосибирская область";104249
"2023-12-31";"Омская область";90332
"2023-12-31";"Оренбургская область";62120
"2023-12-31";"Орловская область";71473
"2023-12-31";"Пензенская область";75650
"2023-12-31";"Пермский край";76008
"2023-12-31";"Приморский край";123601
"2023-12-31";"Псковская область";67942
"2023-12-31";"Республика Адыгея";86999
"2023-12-31";"Республика Алтай";123148
"2023-12-31";"Республика Башкортостан";81398
"2023-12-31";"Республика Бурятия";103006
"2023-12-31";"Республика Дагестан";88061
"2023-12-31";"Республика Ингушетия";37347
"2023-12-31";"Республика Калмыкия";73403
"2023-12-31";"Республика Карелия";89996
"2023-12-31";"Республика Коми";75954
"2023-12-31";"Республика Крым";141285
"2023-12-31";"Республика Марий Эл";73255
"2023-12-31";"Республика Мордовия";68204
"2023-12-31";"Республика Саха (Якутия)";121458
"2023-12-31";"Республика Северная Осетия — Алания";76273
"2023-12-31";"Республика Татарстан";102397
"2023-12-31";"Республика Тыва";117273
"2023-12-31";"Республика Хакасия";77747
"2023-12-31";"Россия";107009
"2023-12-31";"Ростовская область";85418
"2023-12-31";"Рязанская область";73644
"2023-12-31";"Самарская область";83963
"2023-12-31";"Санкт-Петербург";186705
"2023-12-31";"Саратовская область";72082
"2023-12-31";"Сахалинская область";132541
"2023-12-31";"Свердловская область";85106
"2023-12-31";"Севастополь";147984
"2023-12-31";"Смоленская область";62283
"2023-12-31";"Ставропольский край";88162
"2023-12-31";"Тамбовская область";71972
"2023-12-31";"Тверская область";78720
"2023-12-31";"Томская область";90942
"2023-12-31";"Тульская область";74008
"2023-12-31";"Тюменская область";95804
"2023-12-31";"Удмуртская Республика";71241
"2023-12-31";"Ульяновская область";72215
"2023-12-31";"Хабаровский край";94754
"2023-12-31";"Ханты-Мансийский автономный округ — Югра";98550
"2023-12-31";"Челябинская область";70635
"2023-12-31";"Чеченская Республика";60135
"2023-12-31";"Чувашская Республика";86791
"2023-12-31";"Чукотский автономный округ";128604
"2023-12-31";"Ямало-Ненецкий автономный округ";133716
"2023-12-31";"Ярославская область";74178
"2023-11-30";"Алтайский край";81634
"2023-11-30";"Амурская область";111142
"2023-11-30";"Архангельская область";88428
"2023-11-30";"Астраханская область";73009
"2023-11-30";"Белгородская область";77496
"2023-11-30";"Брянская область";64317
"2023-11-30";"Владимирская область";69720
"2023-11-30";"Волгоградская область";71846
"2023-11-30";"Вологодская область";74088
"2023-11-30";"Воронежская область";80650
"2023-11-30";"Еврейская автономная область";74777
"2023-11-30";"Забайкальский край";94443
"2023-11-30";"Ивановская область";69492
"2023-11-30";"Иркутская область";90245
"2023-11-30";"Кабардино-Балкарская Республика";63052
"2023-11-30";"Калининградская область";99405
"2023-11-30";"Калужская область";87481
"2023-11-30";"Камчатский край";130552
"2023-11-30";"Карачаево-Черкесская Республика";87344
"2023-11-30";"Кемеровская область";78206
"2023-11-30";"Кировская область";76965
"2023-11-30";"Костромская область";69299
"2023-11-30";"Краснодарский край";136736
"2023-11-30";"Красноярский край";91323
"2023-11-30";"Курганская область";64811
"2023-11-30";"Курская область";71941
"2023-11-30";"Ленинградская область";123664
"2023-11-30";"Липецкая область";72875
"2023-11-30";"Магаданская область";116481
"2023-11-30";"Москва";281643
"2023-11-30";"Московская область";143571
"2023-11-30";"Мурманская область";77542
"2023-11-30";"Ненецкий автономный округ";99307
"2023-11-30";"Нижегородская область";95236
"2023-11-30";"Новгородская область";72461
"2023-11-30";"Новосибирская область";103219
"2023-11-30";"Омская область";89074
"2023-11-30";"Оренбургская область";61302
"2023-11-30";"Орловская область";70536
"2023-11-30";"Пензенская область";75024
"2023-11-30";"Пермский край";75633
"2023-11-30";"Приморский край";123260
"2023-11-30";"Псковская область";67422
"2023-11-30";"Республика Адыгея";85456
"2023-11-30";"Республика Алтай";122599
"2023-11-30";"Республика Башкортостан";80581
"2023-11-30";"Республика Бурятия";100797
"2023-11-30";"Республика Дагестан";87117
"2023-11-30";"Республика Ингушетия";37570
"2023-11-30";"Республика Калмыкия";71513
"2023-11-30";"Республика Карелия";89815
"2023-11-30";"Республика Коми";75657
"2023-11-30";"Республика Крым";135602
"2023-11-30";"Республика Марий Эл";72376
"2023-11-30";"Республика Мордовия";67350
"2023-11-30";"Республика Саха (Якутия)";120048
"2023-11-30";"Республика Северная Осетия — Алания";74789
"2023-11-30";"Республика Татарстан";100319
"2023-11-30";"Республика Тыва";119146
"2023-11-30";"Республика Хакасия";76978
"2023-11-30";"Россия";105576
"2023-11-30";"Ростовская область";84067
"2023-11-30";"Рязанская область";71954
"2023-11-30";"Самарская область";82196
"2023-11-30";"Санкт-Петербург";184572
"2023-11-30";"Саратовская область";70718
"2023-11-30";"Сахалинская область";130285
"2023-11-30";"Свердловская область";84595
"2023-11-30";"Севастополь";148296
"2023-11-30";"Смоленская область";61542
"2023-11-30";"Ставропольский край";87214
"2023-11-30";"Тамбовская область";71309
"2023-11-30";"Тверская область";77108
"2023-11-30";"Томская область";89957
"2023-11-30";"Тульская область";73257
"2023-11-30";"Тюменская область";95374
"2023-11-30";"Удмуртская Республика";70460
"2023-11-30";"Ульяновская область";71553
"2023-11-30";"Хабаровский край";94260
"2023-11-30";"Ханты-Мансийский автономный округ — Югра";97954
"2023-11-30";"Челябинская область";68857
"2023-11-30";"Чеченская Республика";59097
"2023-11-30";"Чувашская Республика";85293
"2023-11-30";"Чукотский автономный округ";128309
"2023-11-30";"Ямало-Ненецкий автономный округ";130635
"2023-11-30";"Ярославская область";73781
"2023-10-31";"Алтайский край";80416
"2023-10-31";"Амурская область";109841
"2023-10-31";"Архангельская область";87339
"2023-10-31";"Астраханская область";71851
"2023-10-31";"Белгородская область";76961
"2023-10-31";"Брянская область";63935
"2023-10-31";"Владимирская область";68537
"2023-10-31";"Волгоградская область";70522
"2023-10-31";"Вологодская область";72991
"2023-10-31";"Воронежская область";79596
"2023-10-31";"Еврейская автономная область";74363
"2023-10-31";"Забайкальский край";92782
"2023-10-31";"Ивановская область";67798
"2023-10-31";"Иркутская область";89541
"2023-10-31";"Кабардино-Балкарская Республика";62200
"2023-10-31";"Калининградская область";98595
"2023-10-31";"Калужская область";86684
"2023-10-31";"Камчатский край";128613
"2023-10-31";"Карачаево-Черкесская Республика";86598
"2023-10-31";"Кемеровская область";76612
"2023-10-31";"Кировская область";75958
"2023-10-31";"Костромская область";68567
"2023-10-31";"Краснодарский край";135450
"2023-10-31";"Красноярский край";89820
"2023-10-31";"Курганская область";63549
"2023-10-31";"Курская область";70844
"2023-10-31";"Ленинградская область";122487
"2023-10-31";"Липецкая область";72005
"2023-10-31";"Магаданская область";113220
"2023-10-31";"Москва";277028
"2023-10-31";"Московская область";141864
"2023-10-31";"Мурманская область";75837
"2023-10-31";"Ненецкий автономный округ";98252
"2023-10-31";"Нижегородская область";94032
"2023-10-31";"Новгородская область";71368
"2023-10-31";"Новосибирская область";102657
"2023-10-31";"Омская область";86942
"2023-10-31";"Оренбургская область";60382
"2023-10-31";"Орловская область";68923
"2023-10-31";"Пензенская область";74155
"2023-10-31";"Пермский край";74169
"2023-10-31";"Приморский край";122637
"2023-10-31";"Псковская область";66096
"2023-10-31";"Республика Адыгея";85462
"2023-10-31";"Республика Алтай";118190
"2023-10-31";"Республика Башкортостан";79270
"2023-10-31";"Республика Бурятия";98808
"2023-10-31";"Республика Дагестан";86553
"2023-10-31";"Республика Ингушетия";38520
"2023-10-31";"Республика Калмыкия";69655
"2023-10-31";"Республика Карелия";88002
"2023-10-31";"Республика Коми";74466
"2023-10-31";"Республика Крым";131274
"2023-10-31";"Республика Марий Эл";70801
"2023-10-31";"Республика Мордовия";66827
"2023-10-31";"Республика Саха (Якутия)";118734
"2023-10-31";"Республика Северная Осетия — Алания";73746
"2023-10-31";"Республика Татарстан";97890
"2023-10-31";"Республика Тыва";119580
"2023-10-31";"Республика Хакасия";76286
"2023-10-31";"Россия";103733
