"date";"category";"value"
"2023-04-30";"Архангельская область";114919
"2023-04-30";"Астраханская область";113860
"2023-04-30";"Белгородская область";99947
"2023-04-30";"Брянская область";78853
"2023-04-30";"Владимирская область";76075
"2023-04-30";"Волгоградская область";83801
"2023-04-30";"Вологодская область";77605
"2023-04-30";"Воронежская область";91762
"2023-04-30";"Забайкальский край";137610
"2023-04-30";"Ивановская область";72793
"2023-04-30";"Иркутская область";118827
"2023-04-30";"Кабардино-Балкарская Республика";61888
"2023-04-30";"Калининградская область";99515
"2023-04-30";"Калужская область";95382
"2023-04-30";"Карачаево-Черкесская Республика";81790
"2023-04-30";"Кемеровская область";90573
"2023-04-30";"Кировская область";94058
"2023-04-30";"Костромская область";79284
"2023-04-30";"Краснодарский край";150141
"2023-04-30";"Красноярский край";104429
"2023-04-30";"Курганская область";65176
"2023-04-30";"Курская область";79587
"2023-04-30";"Ленинградская область";153365
"2023-04-30";"Липецкая область";80936
"2023-04-30";"Москва";267250
"2023-04-30";"Московская область";162752
"2023-04-30";"Нижегородская область";125138
"2023-04-30";"Новгородская область";74468
"2023-04-30";"Новосибирская область";113828
"2023-04-30";"Омская область";98842
"2023-04-30";"Оренбургская область";64334
"2023-04-30";"Орловская область";75536
"2023-04-30";"Пензенская область";87253
"2023-04-30";"Пермский край";108918
"2023-04-30";"Приморский край";146942
"2023-04-30";"Псковская область";64270
"2023-04-30";"Республика Адыгея";99511
"2023-04-30";"Республика Алтай";97992
"2023-04-30";"Республика Башкортостан";109610
"2023-04-30";"Республика Бурятия";88162
"2023-04-30";"Республика Дагестан";71810
"2023-04-30";"Республика Калмыкия";58706
"2023-04-30";"Республика Карелия";105642
"2023-04-30";"Республика Коми";86181
"2023-04-30";"Республика Марий Эл";68296
"2023-04-30";"Республика Мордовия";76215
"2023-04-30";"Республика Саха (Якутия)";169461
"2023-04-30";"Республика Северная Осетия — Алания";71149
"2023-04-30";"Республика Татарстан";125216
"2023-04-30";"Республика Тыва";124917
"2023-04-30";"Республика Хакасия";106884
"2023-04-30";"Россия";139719
"2023-04-30";"Ростовская область";109868
"2023-04-30";"Рязанская область";98584
"2023-04-30";"Самарская область";93097
"2023-04-30";"Санкт-Петербург";205759
"2023-04-30";"Саратовская область";71312
"2023-04-30";"Сахалинская область";171657
"2023-04-30";"Свердловская область";115932
"2023-04-30";"Смоленская область";67238
"2023-04-30";"Ставропольский край";85787
"2023-04-30";"Тамбовская область";70031
"2023-04-30";"Тверская область";103166
"2023-04-30";"Томская область";114372
"2023-04-30";"Тульская область";103152
"2023-04-30";"Тюменская область";111852
"2023-04-30";"Удмуртская Республика";85473
"2023-04-30";"Ульяновская область";84644
"2023-04-30";"Хабаровский край";130208
"2023-04-30";"Ханты-Мансийский автономный округ — Югра";123541
"2023-04-30";"Челябинская область";79051
"2023-04-30";"Чувашская Республика";83925
"2023-04-30";"Ямало-Ненецкий автономный округ";147081
"2023-04-30";"Ярославская область";92721
"2023-03-31";"Алтайский край";90850
"2023-03-31";"Амурская область";150664
"2023-03-31";"Архангельская область";114810
"2023-03-31";"Астраханская область";110919
"2023-03-31";"Белгородская область";100682
"2023-03-31";"Брянская область";78250
"2023-03-31";"Владимирская область";74049
"2023-03-31";"Волгоградская область";83512
"2023-03-31";"Вологодская область";77399
"2023-03-31";"Воронежская область";90565
"2023-03-31";"Забайкальский край";135495
"2023-03-31";"Ивановская область";71250
"2023-03-31";"Иркутская область";120305
"2023-03-31";"Кабардино-Балкарская Республика";59719
"2023-03-31";"Калининградская область";99925
"2023-03-31";"Калужская область";95517
"2023-03-31";"Карачаево-Черкесская Республика";74893
"2023-03-31";"Кемеровская область";88493
"2023-03-31";"Кировская область";97918
"2023-03-31";"Костромская область";79694
"2023-03-31";"Краснодарский край";150012
"2023-03-31";"Красноярский край";103826
"2023-03-31";"Курганская область";65056
"2023-03-31";"Курская область";80937
"2023-03-31";"Ленинградская область";155799
"2023-03-31";"Липецкая область";80551
"2023-03-31";"Москва";267934
"2023-03-31";"Московская область";166435
"2023-03-31";"Нижегородская область";122671
"2023-03-31";"Новгородская область";74901
"2023-03-31";"Новосибирская область";114761
"2023-03-31";"Омская область";98921
"2023-03-31";"Оренбургская область";64199
"2023-03-31";"Орловская область";76198
"2023-03-31";"Пензенская область";87112
"2023-03-31";"Пермский край";108274
"2023-03-31";"Приморский край";146744
"2023-03-31";"Псковская область";63421
"2023-03-31";"Республика Адыгея";100235
"2023-03-31";"Республика Алтай";96517
"2023-03-31";"Республика Башкортостан";109166
"2023-03-31";"Республика Бурятия";89292
"2023-03-31";"Республика Дагестан";69023
"2023-03-31";"Республика Калмыкия";56898
"2023-03-31";"Республика Карелия";103623
"2023-03-31";"Республика Коми";88651
"2023-03-31";"Республика Марий Эл";67482
"2023-03-31";"Республика Мордовия";75781
"2023-03-31";"Республика Саха (Якутия)";169409
"2023-03-31";"Республика Северная Осетия — Алания";72172
"2023-03-31";"Республика Татарстан";123593
"2023-03-31";"Республика Тыва";119114
"2023-03-31";"Республика Хакасия";104259
"2023-03-31";"Россия";140840
"2023-03-31";"Ростовская область";110337
"2023-03-31";"Рязанская область";100670
"2023-03-31";"Самарская область";92134
"2023-03-31";"Санкт-Петербург";208185
"2023-03-31";"Саратовская область";69835
"2023-03-31";"Сахалинская область";172113
"2023-03-31";"Свердловская область";115121
"2023-03-31";"Смоленская область";68087
"2023-03-31";"Ставропольский край";85593
"2023-03-31";"Тамбовская область";69415
"2023-03-31";"Тверская область";103332
"2023-03-31";"Томская область";116398
"2023-03-31";"Тульская область";102327
"2023-03-31";"Тюменская область";111764
"2023-03-31";"Удмуртская Республика";86305
"2023-03-31";"Ульяновская область";83974
"2023-03-31";"Хабаровский край";129911
"2023-03-31";"Ханты-Мансийский автономный округ — Югра";122923
"2023-03-31";"Челябинская область";78697
"2023-03-31";"Чувашская Республика";82028
"2023-03-31";"Ямало-Ненецкий автономный округ";141061
"2023-03-31";"Ярославская область";93091
"2023-02-28";"Алтайский край";90533
"2023-02-28";"Амурская область";149216
"2023-02-28";"Архангельская область";114765
"2023-02-28";"Астраханская область";109209
"2023-02-28";"Белгородская область";99924
"2023-02-28";"Брянская область";78115
"2023-02-28";"Владимирская область";73249
"2023-02-28";"Волгоградская область";83877
"2023-02-28";"Вологодская область";77064
"2023-02-28";"Воронежская область";88709
"2023-02-28";"Забайкальский край";136734
"2023-02-28";"Ивановская область";70695
"2023-02-28";"Иркутская область";120084
"2023-02-28";"Кабардино-Балкарская Республика";62471
"2023-02-28";"Калининградская область";101823
"2023-02-28";"Калужская область";95763
"2023-02-28";"Карачаево-Черкесская Республика";67241
"2023-02-28";"Кемеровская область";88552
"2023-02-28";"Кировская область";100482
"2023-02-28";"Костромская область";79344
"2023-02-28";"Краснодарский край";150793
"2023-02-28";"Красноярский край";103998
"2023-02-28";"Курганская область";65689
"2023-02-28";"Курская область";81591
"2023-02-28";"Ленинградская область";159651
"2023-02-28";"Липецкая область";80862
"2023-02-28";"Москва";268326
"2023-02-28";"Московская область";169788
"2023-02-28";"Нижегородская область";122781
"2023-02-28";"Новгородская область";74330
"2023-02-28";"Новосибирская область";114935
"2023-02-28";"Омская область";98280
"2023-02-28";"Оренбургская область";63983
"2023-02-28";"Орловская область";76559
"2023-02-28";"Пензенская область";87143
"2023-02-28";"Пермский край";107916
"2023-02-28";"Приморский край";146780
"2023-02-28";"Псковская область";63175
"2023-02-28";"Республика Адыгея";100062
"2023-02-28";"Республика Алтай";95169
"2023-02-28";"Республика Башкортостан";108372
"2023-02-28";"Республика Бурятия";89447
"2023-02-28";"Республика Дагестан";69020
"2023-02-28";"Республика Калмыкия";56363
"2023-02-28";"Республика Карелия";103506
"2023-02-28";"Республика Коми";90238
"2023-02-28";"Республика Марий Эл";66860
"2023-02-28";"Республика Мордовия";75438
"2023-02-28";"Республика Саха (Якутия)";169819
"2023-02-28";"Республика Северная Осетия — Алания";72288
"2023-02-28";"Республика Татарстан";122844
"2023-02-28";"Республика Тыва";113495
"2023-02-28";"Республика Хакасия";104467
"2023-02-28";"Россия";142422
"2023-02-28";"Ростовская область";110768
"2023-02-28";"Рязанская область";102837
"2023-02-28";"Самарская область";89911
"2023-02-28";"Санкт-Петербург";212172
"2023-02-28";"Саратовская область";68098
"2023-02-28";"Сахалинская область";172974
"2023-02-28";"Свердловская область";114159
"2023-02-28";"Смоленская область";67760
"2023-02-28";"Ставропольский край";86547
"2023-02-28";"Тамбовская область";69344
"2023-02-28";"Тверская область";102267
"2023-02-28";"Томская область";117710
"2023-02-28";"Тульская область";102429
"2023-02-28";"Тюменская область";112142
"2023-02-28";"Удмуртская Республика";86718
"2023-02-28";"Ульяновская область";83205
"2023-02-28";"Хабаровский край";127798
"2023-02-28";"Ханты-Мансийский автономный округ — Югра";121475
"2023-02-28";"Челябинская область";78224
"2023-02-28";"Чувашская Республика";80638
"2023-02-28";"Ямало-Ненецкий автономный округ";137485
"2023-02-28";"Ярославская область";93544
"2023-01-31";"Алтайский край";89540
"2023-01-31";"Амурская область";145680
"2023-01-31";"Архангельская область";114880
"2023-01-31";"Астраханская область";106730
"2023-01-31";"Белгородская область";98333
"2023-01-31";"Брянская область";79182
"2023-01-31";"Владимирская область";72470
"2023-01-31";"Волгоградская область";85088
"2023-01-31";"Вологодская область";77089
"2023-01-31";"Воронежская область";87664
"2023-01-31";"Забайкальский край";139338
"2023-01-31";"Ивановская область";69041
"2023-01-31";"Иркутская область";117535
"2023-01-31";"Кабардино-Балкарская Республика";63359
"2023-01-31";"Калининградская область";103313
"2023-01-31";"Калужская область";95164
"2023-01-31";"Карачаево-Черкесская Республика";59597
"2023-01-31";"Кемеровская область";88589
"2023-01-31";"Кировская область";102250
"2023-01-31";"Костромская область";78736
"2023-01-31";"Краснодарский край";151586
"2023-01-31";"Красноярский край";104290
"2023-01-31";"Курганская область";66043
"2023-01-31";"Курская область";80735
"2023-01-31";"Ленинградская область";161946
"2023-01-31";"Липецкая область";82197
"2023-01-31";"Москва";269332
"2023-01-31";"Московская область";174021
"2023-01-31";"Нижегородская область";124217
"2023-01-31";"Новгородская область";75009
"2023-01-31";"Новосибирская область";115055
"2023-01-31";"Омская область";100114
"2023-01-31";"Оренбургская область";64039
"2023-01-31";"Орловская область";77627
"2023-01-31";"Пензенская область";86021
"2023-01-31";"Пермский край";107544
"2023-01-31";"Приморский край";147740
"2023-01-31";"Псковская область";63185
"2023-01-31";"Республика Адыгея";99550
"2023-01-31";"Республика Алтай";94371
"2023-01-31";"Республика Башкортостан";107994
"2023-01-31";"Республика Бурятия";88011
"2023-01-31";"Республика Дагестан";69022
"2023-01-31";"Республика Калмыкия";55389
"2023-01-31";"Республика Карелия";103501
"2023-01-31";"Республика Коми";92169
"2023-01-31";"Республика Марий Эл";66314
"2023-01-31";"Республика Мордовия";77483
"2023-01-31";"Республика Саха (Якутия)";169480
"2023-01-31";"Республика Северная Осетия — Алания";70593
"2023-01-31";"Республика Татарстан";121824
"2023-01-31";"Республика Тыва";111015
"2023-01-31";"Республика Хакасия";106489
"2023-01-31";"Россия";144539
"2023-01-31";"Ростовская область";110090
"2023-01-31";"Рязанская область";104727
"2023-01-31";"Самарская область";88488
"2023-01-31";"Санкт-Петербург";217720
"2023-01-31";"Саратовская область";66563
"2023-01-31";"Сахалинская область";174306
"2023-01-31";"Свердловская область";113940
"2023-01-31";"Смоленская область";67432
"2023-01-31";"Ставропольский край";88384
"2023-01-31";"Тамбовская область";69286
"2023-01-31";"Тверская область";103351
"2023-01-31";"Томская область";118780
"2023-01-31";"Тульская область";102970
"2023-01-31";"Тюменская область";112282
"2023-01-31";"Удмуртская Республика";87366
"2023-01-31";"Ульяновская область";82577
"2023-01-31";"Хабаровский край";127953
"2023-01-31";"Ханты-Мансийский автономный округ — Югра";121580
"2023-01-31";"Челябинская область";78212
"2023-01-31";"Чувашская Республика";79304
"2023-01-31";"Ямало-Ненецкий автономный округ";136761
"2023-01-31";"Ярославская область";95602
"2022-12-31";"Алтайский край";89300
"2022-12-31";"Амурская область";142987
"2022-12-31";"Архангельская область";115731
"2022-12-31";"Астраханская область";105603
"2022-12-31";"Белгородская область";98347
"2022-12-31";"Брянская область";79328
"2022-12-31";"Владимирская область";72950
"2022-12-31";"Волгоградская область";85890
"2022-12-31";"Вологодская область";77174
"2022-12-31";"Воронежская область";86871
"2022-12-31";"Забайкальский край";141343
"2022-12-31";"Ивановская область";68333
"2022-12-31";"Иркутская область";115375
"2022-12-31";"Кабардино-Балкарская Республика";66379
"2022-12-31";"Калининградская область";105876
"2022-12-31";"Калужская область";95610
"2022-12-31";"Карачаево-Черкесская Республика";51857
"2022-12-31";"Кемеровская область";88045
"2022-12-31";"Кировская область";100719
"2022-12-31";"Костромская область";78222
"2022-12-31";"Краснодарский край";149712
"2022-12-31";"Красноярский край";103283
"2022-12-31";"Курганская область";66442
"2022-12-31";"Курская область";80943
"2022-12-31";"Ленинградская область";164023
"2022-12-31";"Липецкая область";83677
"2022-12-31";"Москва";271603
"2022-12-31";"Московская область";177256
"2022-12-31";"Нижегородская область";125321
"2022-12-31";"Новгородская область";73414
"2022-12-31";"Новосибирская область";114584
"2022-12-31";"Омская область";102247
"2022-12-31";"Оренбургская область";63905
"2022-12-31";"Орловская область";76776
"2022-12-31";"Пензенская область";86295
"2022-12-31";"Пермский край";107500
"2022-12-31";"Приморский край";148316
"2022-12-31";"Псковская область";63175
"2022-12-31";"Республика Адыгея";104047
"2022-12-31";"Республика Алтай";93858
"2022-12-31";"Республика Башкортостан";108576
"2022-12-31";"Республика Бурятия";85661
"2022-12-31";"Республика Дагестан";69065
"2022-12-31";"Республика Калмыкия";53401
"2022-12-31";"Республика Карелия";105154
"2022-12-31";"Республика Коми";91395
"2022-12-31";"Республика Марий Эл";66288
"2022-12-31";"Республика Мордовия";79654
"2022-12-31";"Республика Саха (Якутия)";168710
"2022-12-31";"Республика Северная Осетия — Алания";67531
"2022-12-31";"Республика Татарстан";118189
"2022-12-31";"Республика Тыва";109580
"2022-12-31";"Республика Хакасия";108319
"2022-12-31";"Россия";145232
"2022-12-31";"Ростовская область";106524
"2022-12-31";"Рязанская область";104102
"2022-12-31";"Самарская область";89559
"2022-12-31";"Санкт-Петербург";221096
"2022-12-31";"Саратовская область";66801
"2022-12-31";"Сахалинская область";173073
"2022-12-31";"Свердловская область";113354
"2022-12-31";"Смоленская область";66617
"2022-12-31";"Ставропольский край";90423
"2022-12-31";"Тамбовская область";69728
"2022-12-31";"Тверская область";101238
"2022-12-31";"Томская область";117243
"2022-12-31";"Тульская область";103743
"2022-12-31";"Тюменская область";111987
"2022-12-31";"Удмуртская Республика";87983
"2022-12-31";"Ульяновская область";82750
"2022-12-31";"Хабаровский край";125665
"2022-12-31";"Ханты-Мансийский автономный округ — Югра";121663
"2022-12-31";"Челябинская область";78628
"2022-12-31";"Чувашская Республика";77888
"2022-12-31";"Ямало-Ненецкий автономный округ";136115
"2022-12-31";"Ярославская область";96798
"2022-11-30";"Алтайский край";88695
"2022-11-30";"Амурская область";138698
"2022-11-30";"Архангельская область";117002
"2022-11-30";"Астраханская область";105321
"2022-11-30";"Белгородская область";96342
"2022-11-30";"Брянская область";78797
"2022-11-30";"Владимирская область";74349
"2022-11-30";"Волгоградская область";86791
"2022-11-30";"Вологодская область";76054
"2022-11-30";"Воронежская область";86879
"2022-11-30";"Забайкальский край";142986
"2022-11-30";"Ивановская область";67258
"2022-11-30";"Иркутская область";113555
"2022-11-30";"Кабардино-Балкарская Республика";69916
"2022-11-30";"Калининградская область";108986
"2022-11-30";"Калужская область";95990
"2022-11-30";"Кемеровская область";87393
"2022-11-30";"Кировская область";97913
"2022-11-30";"Костромская область";78189
"2022-11-30";"Краснодарский край";148900
"2022-11-30";"Красноярский край";102954
"2022-11-30";"Курганская область";65114
"2022-11-30";"Курская область";83476
"2022-11-30";"Ленинградская область";163665
"2022-11-30";"Липецкая область";82750
"2022-11-30";"Москва";273099
"2022-11-30";"Московская область";176700
"2022-11-30";"Нижегородская область";127071
"2022-11-30";"Новгородская область";70456
"2022-11-30";"Новосибирская область";114068
"2022-11-30";"Омская область";102381
"2022-11-30";"Оренбургская область";64067
"2022-11-30";"Орловская область";76842
"2022-11-30";"Пензенская область";86370
"2022-11-30";"Пермский край";107165
"2022-11-30";"Приморский край";148870
"2022-11-30";"Псковская область";64019
"2022-11-30";"Республика Адыгея";107126
"2022-11-30";"Республика Алтай";95095
"2022-11-30";"Республика Башкортостан";108746
"2022-11-30";"Республика Бурятия";84263
"2022-11-30";"Республика Дагестан";69675
"2022-11-30";"Республика Калмыкия";53860
"2022-11-30";"Республика Карелия";106481
"2022-11-30";"Республика Коми";89142
"2022-11-30";"Республика Марий Эл";66351
"2022-11-30";"Республика Мордовия";80557
"2022-11-30";"Республика Саха (Якутия)";169383
"2022-11-30";"Республика Северная Осетия — Алания";64160
"2022-11-30";"Республика Татарстан";111594
"2022-11-30";"Республика Тыва";106304
"2022-11-30";"Республика Хакасия";105406
"2022-11-30";"Россия";143599
"2022-11-30";"Ростовская область";105590
"2022-11-30";"Рязанская область";102362
"2022-11-30";"Самарская область";88949
"2022-11-30";"Санкт-Петербург";220893
"2022-11-30";"Саратовская область";67876
"2022-11-30";"Сахалинская область";172970
"2022-11-30";"Свердловская область";112516
"2022-11-30";"Смоленская область";65119
"2022-11-30";"Ставропольский край";90062
"2022-11-30";"Тамбовская область";70615
"2022-11-30";"Тверская область";101681
"2022-11-30";"Томская область";115614
"2022-11-30";"Тульская область";102289
"2022-11-30";"Тюменская область";110968
"2022-11-30";"Удмуртская Республика";88002
"2022-11-30";"Ульяновская область";83121
"2022-11-30";"Хабаровский край";124373
"2022-11-30";"Ханты-Мансийский автономный округ — Югра";120968
"2022-11-30";"Челябинская область";77635
"2022-11-30";"Чувашская Республика";77146
"2022-11-30";"Ямало-Ненецкий автономный округ";133071
"2022-11-30";"Ярославская область";96126
"2022-10-31";"Алтайский край";89042
"2022-10-31";"Амурская область";132227
"2022-10-31";"Архангельская область";116211
"2022-10-31";"Астраханская область";106008
"2022-10-31";"Белгородская область";95697
"2022-10-31";"Брянская область";78760
"2022-10-31";"Владимирская область";75566
"2022-10-31";"Волгоградская область";86911
"2022-10-31";"Вологодская область";75925
"2022-10-31";"Воронежская область";86920
"2022-10-31";"Забайкальский край";143566
"2022-10-31";"Ивановская область";66136
"2022-10-31";"Иркутская область";112776
"2022-10-31";"Кабардино-Балкарская Республика";67208
"2022-10-31";"Калининградская область";109137
"2022-10-31";"Калужская область";95627
"2022-10-31";"Кемеровская область";86257
"2022-10-31";"Кировская область";96863
"2022-10-31";"Костромская область";78195
"2022-10-31";"Краснодарский край";146524
"2022-10-31";"Красноярский край";101597
"2022-10-31";"Курганская область";63944
"2022-10-31";"Курская область";83677
"2022-10-31";"Ленинградская область";161539
"2022-10-31";"Липецкая область";78796
"2022-10-31";"Москва";276955
"2022-10-31";"Московская область";175724
"2022-10-31";"Нижегородская область";127576
"2022-10-31";"Новгородская область";71318
"2022-10-31";"Новосибирская область";112812
"2022-10-31";"Омская область";101581
"2022-10-31";"Оренбургская область";64262
"2022-10-31";"Орловская область";76231
"2022-10-31";"Пензенская область";84961
"2022-10-31";"Пермский край";106405
"2022-10-31";"Приморский край";149486
"2022-10-31";"Псковская область";64465
"2022-10-31";"Республика Адыгея";107904
"2022-10-31";"Республика Алтай";94359
"2022-10-31";"Республика Башкортостан";107753
"2022-10-31";"Республика Бурятия";85248
"2022-10-31";"Республика Дагестан";73167
"2022-10-31";"Республика Калмыкия";53412
"2022-10-31";"Республика Карелия";104153
"2022-10-31";"Республика Коми";87393
"2022-10-31";"Республика Марий Эл";66471
"2022-10-31";"Республика Мордовия";81442
"2022-10-31";"Республика Саха (Якутия)";169133
"2022-10-31";"Республика Северная Осетия — Алания";60909
"2022-10-31";"Республика Татарстан";113649
"2022-10-31";"Республика Тыва";106287
"2022-10-31";"Республика Хакасия";100629
"2022-10-31";"Россия";142689
"2022-10-31";"Ростовская область";105436
"2022-10-31";"Рязанская область";100229
"2022-10-31";"Самарская область";88964
"2022-10-31";"Санкт-Петербург";220129
"2022-10-31";"Саратовская область";69025
"2022-10-31";"Сахалинская область";170481
"2022-10-31";"Свердловская область";111520
"2022-10-31";"Смоленская область";64319
"2022-10-31";"Ставропольский край";90042
"2022-10-31";"Тамбовская область";70987
"2022-10-31";"Тверская область";103116
"2022-10-31";"Томская область";112282
"2022-10-31";"Тульская область";97756
"2022-10-31";"Тюменская область";109763
"2022-10-31";"Удмуртская Республика";87636
"2022-10-31";"Ульяновская область";83321
"2022-10-31";"Хабаровский край";124062
"2022-10-31";"Ханты-Мансийский автономный округ — Югра";120864
"2022-10-31";"Челябинская область";77616
"2022-10-31";"Чувашская Республика";77350
"2022-10-31";"Ямало-Ненецкий автономный округ";128044
"2022-10-31";"Ярославская область";95503
"2022-09-30";"Алтайский край";90205
"2022-09-30";"Амурская область";130410
"2022-09-30";"Архангельская область";116376
"2022-09-30";"Астраханская область";109130
"2022-09-30";"Белгородская область";94100
"2022-09-30";"Брянская область";75787
"2022-09-30";"Владимирская область";76209
"2022-09-30";"Волгоградская область";87285
"2022-09-30";"Вологодская область";76154
"2022-09-30";"Воронежская область";87141
"2022-09-30";"Забайкальский край";143235
"2022-09-30";"Ивановская область";66080
"2022-09-30";"Иркутская область";111926
"2022-09-30";"Кабардино-Балкарская Республика";63928
"2022-09-30";"Калининградская область";109409
"2022-09-30";"Калужская область";96059
"2022-09-30";"Кемеровская область";84171
"2022-09-30";"Кировская область";97101
"2022-09-30";"Костромская область";78030
"2022-09-30";"Краснодарский край";142807
"2022-09-30";"Красноярский край";100172
"2022-09-30";"Курганская область";63633
"2022-09-30";"Курская область";83069
"2022-09-30";"Ленинградская область";160102
"2022-09-30";"Липецкая область";76833
"2022-09-30";"Москва";279122
"2022-09-30";"Московская область";171967
"2022-09-30";"Нижегородская область";125814
"2022-09-30";"Новгородская область";71268
"2022-09-30";"Новосибирская область";112227
"2022-09-30";"Омская область";99271
"2022-09-30";"Оренбургская область";64538
"2022-09-30";"Орловская область";75678
"2022-09-30";"Пензенская область";84047
"2022-09-30";"Пермский край";105190
"2022-09-30";"Приморский край";148105
"2022-09-30";"Псковская область";64859
"2022-09-30";"Республика Адыгея";94793
"2022-09-30";"Республика Алтай";93132
"2022-09-30";"Республика Башкортостан";106050
"2022-09-30";"Республика Бурятия";87817
"2022-09-30";"Республика Дагестан";77268
"2022-09-30";"Республика Калмыкия";55492
"2022-09-30";"Республика Карелия";101382
"2022-09-30";"Республика Коми";85321
"2022-09-30";"Республика Марий Эл";66780
"2022-09-30";"Республика Мордовия";79862
"2022-09-30";"Республика Саха (Якутия)";167520
"2022-09-30";"Республика Северная Осетия — Алания";58985
"2022-09-30";"Республика Татарстан";115336
"2022-09-30";"Республика Тыва";104735
"2022-09-30";"Республика Хакасия";92840
"2022-09-30";"Россия";141956
"2022-09-30";"Ростовская область";106006
"2022-09-30";"Рязанская область";96763
"2022-09-30";"Самарская область";91368
"2022-09-30";"Санкт-Петербург";216844
"2022-09-30";"Саратовская область";68219
"2022-09-30";"Сахалинская область";169569
"2022-09-30";"Свердловская область";111126
"2022-09-30";"Смоленская область";63022
"2022-09-30";"Ставропольский край";90001
"2022-09-30";"Тамбовская область";71744
"2022-09-30";"Тверская область";100858
"2022-09-30";"Томская область";109370
"2022-09-30";"Тульская область";94812
"2022-09-30";"Тюменская область";107857
"2022-09-30";"Удмуртская Республика";86879
"2022-09-30";"Ульяновская область";83120
"2022-09-30";"Хабаровский край";123040
"2022-09-30";"Ханты-Мансийский автономный округ — Югра";121256
"2022-09-30";"Челябинская область";76892
"2022-09-30";"Чувашская Республика";76930
"2022-09-30";"Ямало-Ненецкий автономный округ";124195
"2022-09-30";"Ярославская область";93818
"2022-08-31";"Алтайский край";90027
"2022-08-31";"Амурская область";128087
"2022-08-31";"Архангельская область";117471
"2022-08-31";"Астраханская область";111786
"2022-08-31";"Белгородская область";91489
"2022-08-31";"Брянская область";74736
"2022-08-31";"Владимирская область";75652
"2022-08-31";"Волгоградская область";85638
"2022-08-31";"Вологодская область";75925
"2022-08-31";"Воронежская область";87100
"2022-08-31";"Забайкальский край";144080
"2022-08-31";"Ивановская область";65809
"2022-08-31";"Иркутская область";111006
"2022-08-31";"Кабардино-Балкарская Республика";56268
"2022-08-31";"Калининградская область";110810
"2022-08-31";"Калужская область";96101
"2022-08-31";"Кемеровская область";81786
"2022-08-31";"Кировская область";95556
"2022-08-31";"Костромская область";78860
"2022-08-31";"Краснодарский край";141717
"2022-08-31";"Красноярский край";99174
"2022-08-31";"Курганская область";62765
"2022-08-31";"Курская область";81948
"2022-08-31";"Ленинградская область";157469
"2022-08-31";"Липецкая область";75652
"2022-08-31";"Москва";277189
"2022-08-31";"Московская область";167110
"2022-08-31";"Нижегородская область";122541
"2022-08-31";"Новгородская область";72963
"2022-08-31";"Новосибирская область";112424
"2022-08-31";"Омская область";96599
"2022-08-31";"Оренбургская область";64048
"2022-08-31";"Орловская область";75401
"2022-08-31";"Пензенская область";81884
"2022-08-31";"Пермский край";103071
"2022-08-31";"Приморский край";146489
"2022-08-31";"Псковская область";65632
"2022-08-31";"Республика Адыгея";86620
"2022-08-31";"Республика Алтай";92182
"2022-08-31";"Республика Башкортостан";104224
"2022-08-31";"Республика Бурятия";89818
"2022-08-31";"Республика Дагестан";78170
"2022-08-31";"Республика Калмыкия";56500
"2022-08-31";"Республика Карелия";98709
"2022-08-31";"Республика Коми";83243
"2022-08-31";"Республика Марий Эл";66968
"2022-08-31";"Республика Мордовия";77831
"2022-08-31";"Республика Саха (Якутия)";166467
"2022-08-31";"Республика Северная Осетия — Алания";59362
"2022-08-31";"Республика Татарстан";115543
"2022-08-31";"Республика Тыва";102581
"2022-08-31";"Республика Хакасия";85282
"2022-08-31";"Россия";138337
"2022-08-31";"Ростовская область";104612
"2022-08-31";"Рязанская область";93877
"2022-08-31";"Самарская область";91075
"2022-08-31";"Санкт-Петербург";215281
"2022-08-31";"Саратовская область";68266
"2022-08-31";"Сахалинская область";168053
"2022-08-31";"Свердловская область";110441
"2022-08-31";"Смоленская область";61999
"2022-08-31";"Ставропольский край";88991
"2022-08-31";"Тамбовская область";72034
"2022-08-31";"Тверская область";101419
"2022-08-31";"Томская область";107159
"2022-08-31";"Тульская область";92253
"2022-08-31";"Тюменская область";105931
"2022-08-31";"Удмуртская Республика";85970
"2022-08-31";"Ульяновская область";83156
"2022-08-31";"Хабаровский край";122883
"2022-08-31";"Ханты-Мансийский автономный округ — Югра";119850
"2022-08-31";"Челябинская область";76338
"2022-08-31";"Чувашская Республика";77042
"2022-08-31";"Ямало-Ненецкий автономный округ";124320
"2022-08-31";"Ярославская область";93458
"2022-07-31";"Алтайский край";89883
"2022-07-31";"Амурская область";125675
"2022-07-31";"Архангельская область";116088
"2022-07-31";"Астраханская область";112873
"2022-07-31";"Белгородская область";91158
"2022-07-31";"Брянская область";73853
"2022-07-31";"Владимирская область";75171
"2022-07-31";"Волгоградская область";83468
"2022-07-31";"Вологодская область";75172
"2022-07-31";"Воронежская область";86252
"2022-07-31";"Забайкальский край";143577
"2022-07-31";"Ивановская область";65364
"2022-07-31";"Иркутская область";106548
"2022-07-31";"Кабардино-Балкарская Республика";56167
"2022-07-31";"Калининградская область";111188
"2022-07-31";"Калужская область";95408
"2022-07-31";"Кемеровская область";80404
"2022-07-31";"Кировская область";91950
"2022-07-31";"Костромская область";78219
"2022-07-31";"Краснодарский край";139801
"2022-07-31";"Красноярский край";98233
"2022-07-31";"Курганская область";62164
"2022-07-31";"Курская область";80795
"2022-07-31";"Ленинградская область";156119
"2022-07-31";"Липецкая область";73244
"2022-07-31";"Москва";276021
